probPopping,threshold,numTargets,optimal,optimal2,time,noResolution
0.2,27,2,0.7,0.2,10.151265711213645,1
0.2,27,3,0.6,0.3,15.914596525514984,0
0.2,27,4,0.4,0.0,59.56707751432357,6
0,28,2,0.9,0.1,4.194703471612732,0
0,28,3,0.8,0.2,6.597044904638151,0
0,28,4,0.8,0.1,7.576180786627366,0
0.05,28,2,0.9,0.1,4.633109011476598,0
0.05,28,3,0.9,0.1,6.6507535658942185,0
0.05,28,4,0.9,0.0,8.983343095776096,0
0.1,28,2,0.8,0.2,5.468691223589094,0
0.1,28,3,0.7,0.0,8.208515943530069,0
0.1,28,4,0.8,0.1,10.300832175523357,0
0.2,28,2,0.7,0.3,6.470182292074955,0
0.2,28,3,0.8,0.1,13.553428241385763,1
0.2,28,4,0.4,0.0,57.66511418501048,6
0,29,2,1.0,0.0,3.922354147030074,0
0,29,3,0.6,0.1,6.913513490318756,0
0,29,4,0.9,0.1,6.606867169964143,0
0.05,29,2,0.9,0.1,4.5441002606244165,0
0.05,29,3,1.0,0.0,6.239844745370196,0
0.05,29,4,0.6,0.1,10.270513232790085,0
0.1,29,2,0.8,0.2,5.368429016431941,0
0.1,29,3,0.6,0.2,8.043814637794895,0
0.1,29,4,0.7,0.1,10.520974996377387,0
0.2,29,2,0.7,0.2,10.143397760524401,1
0.2,29,3,0.5,0.2,19.6067741775787,1
0.2,29,4,0.5,0.0,45.25497093064318,5
0,30,2,0.8,0.2,4.339431899511125,0
0,30,3,1.0,0.0,6.2760795703011025,0
0,30,4,0.7,0.0,7.736726522259389,0
0.05,30,2,0.9,0.1,4.6424937761176865,0
0.05,30,3,0.8,0.2,6.460461898409949,0
0.05,30,4,0.9,0.0,9.001953558128028,0
0.1,30,2,0.8,0.2,5.522707164569276,0
0.1,30,3,1.0,0.0,7.46410222522597,0
0.1,30,4,1.0,0.0,8.625291398959236,0
0.2,30,2,1.0,0.0,6.115604939455619,0
0.2,30,3,0.7,0.2,14.683984420309677,1
0.2,30,4,0.5,0.0,45.390409031716395,5
0,31,2,1.0,0.0,4.602881017168957,0
0,31,3,0.9,0.1,6.6505866211695635,0
0,31,4,0.7,0.1,8.651153774082731,0
0.05,31,2,0.8,0.2,4.820788227444272,0
0.05,31,3,0.8,0.0,7.554105158870286,0
0.05,31,4,0.8,0.0,9.524080641162447,0
0.1,31,2,0.8,0.2,5.2710608427540535,0
0.1,31,3,0.9,0.0,8.548146621129462,0
0.1,31,4,0.8,0.1,12.093482541687312,0
0.2,31,2,0.7,0.3,7.827574629692177,0
0.2,31,3,0.6,0.1,23.29925951445809,3
0.2,31,4,0.3,0.0,87.45700395535043,7
0,32,2,0.9,0.1,4.290987924073758,0
0,32,3,0.8,0.1,7.173290487269004,0
0,32,4,0.9,0.0,8.433710250712327,0
0.05,32,2,0.7,0.3,5.22565119661208,0
0.05,32,3,0.8,0.2,6.737077108431964,0
0.05,32,4,0.6,0.0,10.2474758593217,0
0.1,32,2,1.0,0.0,4.661283040251908,0
0.1,32,3,0.9,0.0,7.119411157757662,0
0.1,32,4,0.4,0.2,16.430056016981357,0
0.2,32,2,0.9,0.1,6.776057702096549,0
0.2,32,3,0.4,0.4,22.43700495126411,2
0.2,32,4,0.4,0.0,60.390785576709916,6
0,33,2,1.0,0.0,3.7906318245679316,0
0,33,3,0.7,0.2,6.295481209154107,0
0,33,4,0.6,0.0,9.70007438380288,0
0.05,33,2,1.0,0.0,4.459263174017474,0
0.05,33,3,0.9,0.1,6.906195192014326,0
0.05,33,4,0.6,0.1,11.450191879624558,0
0.1,33,2,0.7,0.3,5.587558217131152,0
0.1,33,3,0.8,0.1,9.208111385700278,0
0.1,33,4,0.6,0.1,13.914710431815038,0
0.2,33,2,0.8,0.2,7.760097943780385,0
0.2,33,3,0.3,0.1,47.27492420855647,5
0.2,33,4,0.8,0.0,19.888328768781328,2
0,34,2,0.8,0.2,4.4910563767703096,0
0,34,3,0.6,0.3,7.387600135143991,0
0,34,4,1.0,0.0,9.38589319910046,0
0.05,34,2,1.0,0.0,4.617930460362107,0
0.05,34,3,0.9,0.1,7.209221915591245,0
0.05,34,4,0.8,0.0,10.007282088624061,0
0.1,34,2,0.8,0.2,5.959730189604762,0
0.1,34,3,0.9,0.0,6.974097504941372,0
0.1,34,4,0.8,0.1,13.117847543832116,0
0.2,34,2,0.7,0.3,7.262837510847715,0
0.2,34,3,0.7,0.2,15.69402085355143,0
0.2,34,4,0.8,0.0,21.516040264655455,2
0,35,2,1.0,0.0,4.632506645657902,0
0,35,3,0.8,0.1,6.6211875574047525,0
0,35,4,0.6,0.1,8.497824274528872,0
0.05,35,2,0.7,0.3,5.082819728420232,0
0.05,35,3,0.7,0.1,7.417618797623571,0
0.05,35,4,0.8,0.1,10.073168629342764,0
0.1,35,2,0.9,0.1,5.137029188512218,0
0.1,35,3,0.8,0.0,8.245934319308299,0
0.1,35,4,0.8,0.2,11.263824911756782,0
0.2,35,2,0.8,0.2,7.231755026404757,0
0.2,35,3,0.7,0.1,16.95435605026719,1
0.2,35,4,0.5,0.0,43.569940550758865,5
0,36,2,0.8,0.2,5.025975529756863,0
0,36,3,1.0,0.0,6.073505908559055,0
0,36,4,0.9,0.0,7.802962610009568,0
0.05,36,2,0.9,0.1,4.964280403618119,0
0.05,36,3,0.9,0.1,6.261817077962265,0
0.05,36,4,0.8,0.1,9.964907453329335,0
0.1,36,2,0.9,0.1,5.523980813180379,0
0.1,36,3,0.9,0.1,7.484428153752266,0
0.1,36,4,0.7,0.2,13.591640016878793,0
0.2,36,2,0.8,0.2,7.506248955189077,0
0.2,36,3,0.7,0.2,13.82780850270652,1
0.2,36,4,0.5,0.0,46.44766412838644,5
0,37,2,1.0,0.0,4.335886313189824,0
0,37,3,0.6,0.2,6.8670343380055785,0
0,37,4,1.0,0.0,8.349679346738641,0
0.05,37,2,0.9,0.1,4.688610617881638,0
0.05,37,3,0.8,0.2,7.721011934976389,0
0.05,37,4,0.7,0.0,11.182529338563466,0
0.1,37,2,0.9,0.1,4.8413094365651475,0
0.1,37,3,0.7,0.1,9.044829483972006,0
0.1,37,4,0.5,0.1,14.857961066130617,0
0.2,37,2,0.9,0.1,6.152469412229104,0
0.2,37,3,0.6,0.2,18.338008602387234,2
0.2,37,4,0.7,0.0,27.592645097357437,3
0,38,2,0.8,0.2,5.2189472697508466,0
0,38,3,1.0,0.0,5.802038046315753,0
0,38,4,0.8,0.1,9.095262477521757,0
0.05,38,2,1.0,0.0,4.872202399682298,0
0.05,38,3,0.5,0.4,8.432292540319922,0
0.05,38,4,0.8,0.0,9.728873112356023,0
0.1,38,2,1.0,0.0,5.150401241937919,0
0.1,38,3,0.8,0.2,8.10129187168289,0
0.1,38,4,0.8,0.1,13.514231638974442,0
0.2,38,2,0.9,0.0,8.742101017286371,1
0.2,38,3,0.7,0.2,13.240723828827118,0
0.2,38,4,0.6,0.0,34.89651128563042,4
0,39,2,0.9,0.1,4.552444750227729,0
0,39,3,0.6,0.2,8.028937329331228,0
0,39,4,0.6,0.2,9.606430245494078,0
0.05,39,2,0.7,0.3,5.855601931786911,0
0.05,39,3,0.8,0.1,6.598539935149465,0
0.05,39,4,0.8,0.1,9.875847651378384,0
0.1,39,2,1.0,0.0,5.25701897021884,0
0.1,39,3,0.8,0.1,7.455667467525247,0
0.1,39,4,0.8,0.0,13.707503316253431,0
0.2,39,2,0.7,0.3,7.501801730102225,0
0.2,39,3,0.4,0.2,27.635462784516523,3
0.2,39,4,0.3,0.0,85.30767331724151,7
0,40,2,0.7,0.3,5.623892143729988,0
0,40,3,0.8,0.1,6.879175163915346,0
0,40,4,0.7,0.2,9.982670972940708,0
0.05,40,2,0.8,0.2,5.484818632276732,0
0.05,40,3,1.0,0.0,6.717514036661129,0
0.05,40,4,0.9,0.0,10.10733212379662,0
0.1,40,2,0.9,0.1,5.58019346445081,0
0.1,40,3,0.6,0.1,9.70436637638365,0
0.1,40,4,0.7,0.2,13.21692302661352,0
0.2,40,2,0.7,0.3,7.965252912364446,0
0.2,40,3,0.8,0.0,13.835179966725649,1
0.2,40,4,0.5,0.0,45.58961064601424,5
0,41,2,0.8,0.2,5.200446009375325,0
0,41,3,1.0,0.0,6.07495091988415,0
0,41,4,0.8,0.0,8.73383581411626,0
0.05,41,2,0.9,0.1,5.101387847808114,0
0.05,41,3,0.9,0.0,7.30900191204393,0
0.05,41,4,0.8,0.1,10.392530676136868,0
0.1,41,2,0.9,0.1,5.311106092519433,0
0.1,41,3,0.8,0.2,8.790206023191365,0
0.1,41,4,0.6,0.1,12.94229633579674,0
0.2,41,2,1.0,0.0,5.073746320463456,0
0.2,41,3,0.7,0.1,14.188142503412301,1
0.2,41,4,0.6,0.0,35.55009746335022,4
0,42,2,1.0,0.0,4.312109805506788,0
0,42,3,0.6,0.3,7.7375456194783565,0
0,42,4,1.0,0.0,8.207729896071234,0
0.05,42,2,0.8,0.2,5.0633353888410015,0
0.05,42,3,0.9,0.1,7.790848267360109,0
0.05,42,4,0.7,0.3,10.037232588733156,0
0.1,42,2,0.8,0.2,5.945590214657686,0
0.1,42,3,0.7,0.1,9.085045415571113,0
0.1,42,4,0.4,0.1,17.768892021187632,0
0.2,42,2,0.6,0.4,7.68043892594458,0
0.2,42,3,0.4,0.1,35.86585007216599,4
0.2,42,4,0.5,0.0,40.945612001711886,5
0,43,2,0.7,0.3,5.1259716078435265,0
0,43,3,0.8,0.1,7.565044724850615,0
0,43,4,0.8,0.1,9.268938938369201,0
0.05,43,2,1.0,0.0,5.447151705919142,0
0.05,43,3,0.8,0.1,8.18199061834709,0
0.05,43,4,0.7,0.1,10.666963990432688,0
0.1,43,2,0.9,0.1,6.4003587655787895,0
0.1,43,3,0.8,0.1,9.494835836785771,0
0.1,43,4,0.4,0.1,16.632317853309225,0
0.2,43,2,1.0,0.0,5.489081687212368,0
0.2,43,3,0.8,0.0,17.351580117512245,2
0.2,43,4,0.6,0.0,34.29101911690635,4
0,44,2,1.0,0.0,4.515316949834689,0
0,44,3,0.8,0.2,6.773552093389848,0
0,44,4,0.7,0.1,9.657364607908333,0
0.05,44,2,1.0,0.0,4.855008663837948,0
0.05,44,3,0.9,0.1,7.178000291829538,0
0.05,44,4,0.9,0.1,8.909560698874484,0
0.1,44,2,0.8,0.2,6.128877159051106,0
0.1,44,3,0.7,0.3,10.282804352430194,0
0.1,44,4,0.7,0.1,12.987304103578328,0
0.2,44,2,0.8,0.2,7.0928994304682025,0
0.2,44,3,0.6,0.2,21.633533220935846,2
0.2,44,4,0.7,0.0,27.449648642182588,3
0,45,2,0.9,0.1,4.375985404132801,0
0,45,3,0.8,0.0,7.169979128561364,0
0,45,4,0.6,0.2,10.0752889875935,0
0.05,45,2,1.0,0.0,4.583351496952931,0
0.05,45,3,0.9,0.1,7.02926051499705,0
0.05,45,4,0.8,0.2,10.701931734418348,0
0.1,45,2,1.0,0.0,5.511416989480592,0
0.1,45,3,0.8,0.2,9.080936325663046,0
0.1,45,4,0.5,0.1,15.963899109754479,0
0.2,45,2,0.6,0.4,9.394280763840566,0
0.2,45,3,0.6,0.2,19.802037650392556,2
0.2,45,4,1.0,0.0,14.811056579370865,0
0,46,2,0.9,0.1,4.426191998806183,0
0,46,3,0.7,0.2,7.917136060388725,0
0,46,4,0.6,0.3,10.052962558954752,0
0.05,46,2,1.0,0.0,5.340723449548626,0
0.05,46,3,0.9,0.0,7.847806485073083,0
0.05,46,4,0.9,0.0,10.03769749584006,0
0.1,46,2,0.8,0.2,6.0681625311935665,0
0.1,46,3,0.9,0.0,8.331092444054152,0
0.1,46,4,0.9,0.1,11.038290571218896,0
0.2,46,2,0.9,0.1,6.446282061560204,0
0.2,46,3,0.8,0.0,16.65968623879857,2
0.2,46,4,0.4,0.0,63.74472783790838,6
0,47,2,1.0,0.0,4.934560517766075,0
0,47,3,1.0,0.0,5.778211477932759,0
0,47,4,0.6,0.1,10.362844736819534,0
0.05,47,2,0.9,0.1,5.293438178907835,0
0.05,47,3,0.9,0.1,7.315753457136711,0
0.05,47,4,0.6,0.0,11.895148504577609,0
0.1,47,2,0.8,0.2,6.186608586397754,0
0.1,47,3,0.7,0.2,10.35519964520365,0
0.1,47,4,0.7,0.2,13.536547517876361,0
0.2,47,2,0.8,0.2,7.061436059691036,0
0.2,47,3,0.5,0.1,32.51637107217257,4
0.2,47,4,0.4,0.0,60.265895631158145,6
0,48,2,0.9,0.1,5.120988493178532,0
0,48,3,0.9,0.0,7.230349090765462,0
0,48,4,0.8,0.1,8.709410075224097,0
0.05,48,2,0.9,0.1,4.829769804157897,0
0.05,48,3,0.8,0.1,8.532852040544999,0
0.05,48,4,0.8,0.1,11.091449485191841,0
0.1,48,2,0.8,0.2,6.2489835761355765,0
0.1,48,3,0.7,0.2,8.381373919811397,0
0.1,48,4,0.7,0.1,13.987275408321917,0
0.2,48,2,0.5,0.5,9.34098350843224,0
0.2,48,3,0.8,0.1,13.167659065856547,1
0.2,48,4,0.5,0.0,46.01421279119379,5
0,49,2,0.9,0.1,4.8958893016455765,0
0,49,3,0.6,0.2,8.0762548089875,0
0,49,4,0.5,0.1,10.522902056178012,0
0.05,49,2,0.9,0.1,5.387260623501608,0
0.05,49,3,0.9,0.0,8.538758984106831,0
0.05,49,4,0.8,0.1,10.159842208094462,0
0.1,49,2,0.8,0.2,5.769009224272524,0
0.1,49,3,0.8,0.1,9.418189870292283,0
0.1,49,4,0.8,0.0,13.394832423516311,0
0.2,49,2,0.9,0.1,6.811686925303844,0
0.2,49,3,0.9,0.0,13.586559777925896,1
0.2,49,4,0.5,0.0,48.898373203183354,5
0,50,2,1.0,0.0,4.702402064457706,0
0,50,3,1.0,0.0,5.870558556599773,0
