probPopping,threshold,numTargets,optimal,optimal2,time,noResolution
0,50,4,0.7,0.0,10.239522209652403,0
0.05,50,2,0.8,0.2,5.752129003373358,0
0.05,50,3,0.6,0.1,9.158851981601757,0
0.05,50,4,0.7,0.1,11.698741812501005,0
0.1,50,2,0.8,0.2,6.193310172700771,0
0.1,50,3,0.9,0.1,8.132062639175867,0
0.1,50,4,0.6,0.1,14.730362398311517,0
0.2,50,2,0.9,0.1,6.437114899414858,0
0.2,50,3,0.8,0.1,13.502579153628378,0
0.2,50,4,0.5,0.0,48.67823724677911,5
0,51,2,0.8,0.2,4.990853213330439,0
0,51,3,0.7,0.3,7.826521077032245,0
0,51,4,0.9,0.0,9.849712961915753,0
0.05,51,2,0.9,0.1,5.940016762752884,0
0.05,51,3,0.9,0.1,9.252236440375574,0
0.05,51,4,1.0,0.0,11.58802198761186,0
0.1,51,2,0.8,0.2,6.096927565747579,0
0.1,51,3,0.9,0.1,8.575826044107902,0
0.1,51,4,0.8,0.0,11.661547366369257,0
0.2,51,2,1.0,0.0,6.251930961227524,0
0.2,51,3,0.6,0.2,22.026453808599996,2
0.2,51,4,0.6,0.0,33.24708189859434,4
0,52,2,1.0,0.0,4.744113295040107,0
0,52,3,1.0,0.0,6.971608250631062,0
0,52,4,0.8,0.1,10.426874005487315,0
0.05,52,2,0.9,0.1,5.074319520535122,0
0.05,52,3,0.8,0.2,9.06420361892302,0
0.05,52,4,1.0,0.0,9.112962385187922,0
0.1,52,2,0.9,0.1,5.410534475803921,0
0.1,52,3,0.6,0.1,11.08623532388973,0
0.1,52,4,0.6,0.1,15.819732429849475,0
0.2,52,2,1.0,0.0,6.037403398993004,0
0.2,52,3,0.2,0.1,47.76763222085965,5
0.2,52,4,0.8,0.0,19.3908327450537,2
0,53,2,0.9,0.1,5.39117997421714,0
0,53,3,0.9,0.0,6.875941773012781,0
0,53,4,0.5,0.1,10.979255346323294,0
0.05,53,2,0.7,0.3,5.647294571192458,0
0.05,53,3,0.9,0.0,8.181618160429107,0
0.05,53,4,0.8,0.0,11.966405962569567,0
0.1,53,2,1.0,0.0,5.4776154478959995,0
0.1,53,3,0.8,0.1,10.17262164921926,0
0.1,53,4,0.8,0.1,15.248145076506287,0
0.2,53,2,0.9,0.1,7.425234736700946,0
0.2,53,3,0.7,0.0,21.114310941024183,3
0.2,53,4,0.2,0.0,134.15046403030277,8
0,54,2,0.8,0.2,4.9786392934259425,0
0,54,3,0.9,0.1,7.853845943775579,0
0,54,4,0.9,0.0,8.902878707403744,0
0.05,54,2,0.9,0.1,5.469544424517041,0
0.05,54,3,0.8,0.1,8.354746317241476,0
0.05,54,4,0.7,0.2,11.647981289379105,0
0.1,54,2,1.0,0.0,4.9234659839231,0
0.1,54,3,0.5,0.2,11.429148025517485,0
0.1,54,4,0.9,0.0,12.137492997651549,0
0.2,54,2,0.8,0.1,11.486431841065773,1
0.2,54,3,0.4,0.3,30.610725930220667,3
0.2,54,4,0.5,0.0,47.96803383870478,5
0,55,2,0.8,0.2,5.273517833430067,0
0,55,3,0.4,0.2,8.368402962863106,0
0,55,4,0.8,0.1,9.672091593671315,0
0.05,55,2,0.8,0.2,5.42168309421887,0
0.05,55,3,0.8,0.1,8.118152452269232,0
0.05,55,4,0.8,0.0,10.669524075158217,0
0.1,55,2,1.0,0.0,5.324991717017279,0
0.1,55,3,0.9,0.1,8.720027324946669,0
0.1,55,4,0.6,0.2,14.210547774041833,0
0.2,55,2,0.6,0.4,10.798019913818427,0
0.2,55,3,0.8,0.0,14.883656840263424,1
0.2,55,4,0.5,0.0,49.529780613361986,5
0,56,2,0.8,0.2,5.193711541648694,0
0,56,3,0.9,0.0,6.608561150220583,0
0,56,4,0.9,0.1,9.252725162059697,0
0.05,56,2,0.8,0.2,5.49134677058363,0
0.05,56,3,0.8,0.1,7.820920030952903,0
0.05,56,4,0.6,0.4,12.252444210932786,0
0.1,56,2,0.7,0.3,6.842263827449931,0
0.1,56,3,0.7,0.3,10.452912712438263,0
0.1,56,4,0.6,0.3,16.991661494229014,0
0.2,56,2,0.8,0.1,9.991035280869493,1
0.2,56,3,0.6,0.0,32.8332791600046,4
0.2,56,4,0.5,0.0,46.082675611438376,5
0,57,2,1.0,0.0,4.891872994204381,0
0,57,3,1.0,0.0,6.565983323308629,0
0,57,4,0.9,0.1,9.005446065161683,0
0.05,57,2,0.8,0.2,5.305304427793784,0
0.05,57,3,1.0,0.0,7.593105918050773,0
0.05,57,4,0.8,0.0,12.123764393390019,0
0.1,57,2,0.9,0.1,5.424548593062839,0
0.1,57,3,0.9,0.1,9.466801856050353,0
0.1,57,4,0.6,0.1,18.286492673322197,1
0.2,57,2,0.8,0.1,10.59979161572122,1
0.2,57,3,0.8,0.1,15.468888165085925,1
0.2,57,4,0.8,0.0,26.583668988976683,2
0,58,2,0.8,0.2,5.277630579034766,0
0,58,3,0.8,0.1,7.087854457816674,0
0,58,4,0.7,0.2,10.507688193610463,0
0.05,58,2,0.6,0.4,6.349516498121888,0
0.05,58,3,0.9,0.0,7.462414758713699,0
0.05,58,4,0.8,0.0,10.651307825630116,0
0.1,58,2,0.9,0.1,5.719913179247254,0
0.1,58,3,0.9,0.0,9.684802864572264,0
0.1,58,4,0.5,0.1,17.390970054145356,0
0.2,58,2,0.8,0.2,9.394141909967896,0
0.2,58,3,0.5,0.1,32.102667253787935,4
0.2,58,4,0.6,0.0,34.52593377535464,4
0,59,2,1.0,0.0,5.655076275459897,0
0,59,3,0.9,0.0,7.2221662932618385,0
0,59,4,0.8,0.1,10.517729075020473,0
0.05,59,2,0.9,0.1,5.362791478726239,0
0.05,59,3,0.8,0.1,8.442794266416614,0
0.05,59,4,0.8,0.2,11.289455983238943,0
0.1,59,2,0.9,0.1,5.803454156979176,0
0.1,59,3,0.6,0.3,11.704783658129232,0
0.1,59,4,0.6,0.1,15.671929630481113,0
0.2,59,2,0.7,0.3,8.309426737438852,0
0.2,59,3,1.0,0.0,8.813013195529692,0
0.2,59,4,0.7,0.0,25.74991589954229,3
0,60,2,1.0,0.0,4.7110019175645785,0
0,60,3,0.9,0.1,7.216434753546193,0
0,60,4,0.8,0.0,9.2802816386132,0
0.05,60,2,1.0,0.0,5.207787077315411,0
0.05,60,3,0.7,0.2,9.757876412664988,0
0.05,60,4,0.6,0.2,12.956572119886399,0
0.1,60,2,1.0,0.0,5.021750412434511,0
0.1,60,3,0.7,0.1,11.585581596262461,0
0.1,60,4,0.7,0.0,14.360547938014642,0
0.2,60,2,0.6,0.4,8.769283225232503,0
0.2,60,3,0.8,0.0,15.695623830404097,1
0.2,60,4,0.8,0.0,23.045786462159032,2
0,61,2,0.7,0.3,5.464618780020304,0
0,61,3,0.9,0.0,7.590422671285721,0
0,61,4,0.7,0.1,10.572429782188733,0
0.05,61,2,0.8,0.2,5.553172663048932,0
0.05,61,3,0.8,0.1,7.8965421951241295,0
0.05,61,4,0.7,0.2,12.551724583344562,0
0.1,61,2,0.8,0.2,6.530053890190541,0
0.1,61,3,0.8,0.1,9.059974788874174,0
0.1,61,4,0.8,0.0,14.613825535136602,0
0.2,61,2,0.5,0.5,11.636209979369074,0
0.2,61,3,0.7,0.0,20.673674110997954,2
0.2,61,4,0.8,0.0,23.144084100774165,2
0,62,2,0.9,0.1,5.32394507324923,0
0,62,3,0.8,0.2,7.945153852174921,0
0,62,4,1.0,0.0,10.059741929882843,0
0.05,62,2,1.0,0.0,5.34600001919147,0
0.05,62,3,0.8,0.0,8.308506373026612,0
0.05,62,4,0.9,0.0,11.41289357771738,0
0.1,62,2,0.9,0.1,6.036196529933209,0
0.1,62,3,0.5,0.3,13.972920486726192,0
0.1,62,4,0.7,0.1,14.84144479456008,0
0.2,62,2,0.8,0.2,7.864276179901606,0
0.2,62,3,0.8,0.0,15.04467122932365,1
0.2,62,4,0.4,0.0,63.10662446492997,6
0,63,2,1.0,0.0,5.089803814875988,0
0,63,3,1.0,0.0,7.521545688799742,0
0,63,4,0.9,0.1,9.462701950821558,0
0.05,63,2,0.8,0.2,6.767203882228086,0
0.05,63,3,0.9,0.0,8.863438154017263,0
0.05,63,4,0.8,0.0,12.13517952030293,0
0.1,63,2,0.9,0.1,6.569784237566343,0
0.1,63,3,0.8,0.0,11.39206335927491,0
0.1,63,4,0.9,0.0,15.84569398014422,1
0.2,63,2,0.9,0.1,7.274267404865151,0
0.2,63,3,0.8,0.0,18.139829909452597,2
0.2,63,4,0.7,0.0,28.975590609117038,3
0,64,2,0.9,0.1,5.01877265595442,0
0,64,3,0.7,0.2,7.953832130976684,0
0,64,4,0.6,0.2,10.241286128814908,0
0.05,64,2,0.9,0.1,5.242121014578681,0
0.05,64,3,0.9,0.0,8.39324595857082,0
0.05,64,4,0.8,0.0,13.116111483990982,0
0.1,64,2,1.0,0.0,5.564591811754244,0
0.1,64,3,0.8,0.1,10.363218447921922,0
0.1,64,4,0.8,0.0,14.756933232113289,0
0.2,64,2,0.8,0.2,10.094524697813481,0
0.2,64,3,0.7,0.1,20.665908770462508,2
0.2,64,4,0.5,0.0,48.24292445187908,5
0,65,2,1.0,0.0,5.269879323445219,0
0,65,3,0.9,0.0,7.375432208441234,0
0,65,4,1.0,0.0,9.805624275479492,0
0.05,65,2,0.8,0.2,5.953586337306552,0
0.05,65,3,0.9,0.0,9.253738642087947,0
0.05,65,4,1.0,0.0,11.274594792539292,0
0.1,65,2,0.9,0.1,5.598012891377327,0
0.1,65,3,0.7,0.0,11.827079835309467,0
0.1,65,4,0.8,0.1,12.50579590715279,0
0.2,65,2,0.6,0.3,13.12106127016447,1
0.2,65,3,0.9,0.0,14.685864361583388,1
0.2,65,4,0.5,0.0,46.13624602686938,5
0,66,2,0.8,0.2,5.425003014647015,0
0,66,3,0.7,0.2,8.607991696356098,0
0,66,4,1.0,0.0,10.795583836806678,0
0.05,66,2,0.9,0.1,5.628221709911313,0
0.05,66,3,0.9,0.1,8.425540034052243,0
0.05,66,4,0.9,0.0,9.977576850608205,0
0.1,66,2,0.9,0.1,6.274778946125838,0
0.1,66,3,0.8,0.0,10.492710757102206,0
0.1,66,4,0.7,0.0,17.660277997764055,0
0.2,66,2,1.0,0.0,6.3689854513774025,0
0.2,66,3,0.8,0.0,21.14723191744754,2
0.2,66,4,0.5,0.0,45.04244978869648,5
0,67,2,1.0,0.0,5.438750898812739,0
0,67,3,0.4,0.3,9.51151742271314,0
0,67,4,1.0,0.0,9.68048674559428,0
0.05,67,2,1.0,0.0,5.591522697902375,0
0.05,67,3,0.9,0.1,8.427110611441007,0
0.05,67,4,0.7,0.1,12.777178859818122,0
0.1,67,2,1.0,0.0,5.416194962989653,0
0.1,67,3,0.6,0.1,10.420881336323493,0
0.1,67,4,0.6,0.0,16.311133521461944,0
0.2,67,2,0.9,0.1,7.661816381694959,0
0.2,67,3,1.0,0.0,9.892620069205917,0
0.2,67,4,0.7,0.0,29.823303745524633,3
0,68,2,0.8,0.2,6.123465712988659,0
0,68,3,0.9,0.0,7.153696702795702,0
0,68,4,0.7,0.2,10.244519273595282,0
0.05,68,2,0.9,0.1,6.074907928740753,0
0.05,68,3,0.7,0.1,9.270051043511021,0
0.05,68,4,0.9,0.0,11.068760722836657,0
0.1,68,2,0.7,0.3,6.782611397404293,0
0.1,68,3,0.6,0.2,11.241821052717015,0
0.1,68,4,0.5,0.1,17.14072057717339,0
0.2,68,2,0.7,0.3,9.78299024186297,0
0.2,68,3,0.8,0.0,19.390829300234962,2
0.2,68,4,0.7,0.0,27.67178998415284,3
0,69,2,1.0,0.0,4.744546407302138,0
0,69,3,0.9,0.0,7.506949356436498,0
0,69,4,0.9,0.1,10.331942414650968,0
0.05,69,2,0.9,0.1,5.788124482547314,0
0.05,69,3,0.9,0.0,8.629053468553883,0
0.05,69,4,0.8,0.0,13.320468506251554,0
0.1,69,2,0.7,0.3,6.475435492547914,0
0.1,69,3,0.6,0.2,11.825351359318255,0
0.1,69,4,0.8,0.0,14.251105743744219,0
0.2,69,2,0.8,0.2,8.0989042812635,0
0.2,69,3,0.7,0.1,21.082819316132944,2
0.2,69,4,0.7,0.0,31.621595048292924,3
0,70,2,0.8,0.2,5.184971190177658,0
0,70,3,0.7,0.2,8.43531705294011,0
0,70,4,0.7,0.1,11.021696971469945,0
0.05,70,2,0.9,0.1,5.684315535415785,0
0.05,70,3,0.7,0.3,9.952210786152964,0
0.05,70,4,0.9,0.0,12.114788990030705,0
0.1,70,2,0.9,0.1,5.718631381077758,0
0.1,70,3,0.8,0.1,10.764129992082086,0
0.1,70,4,0.9,0.1,14.474835313433868,0
0.2,70,2,0.9,0.1,8.551583473891707,0
0.2,70,3,0.7,0.0,23.771299220977617,3
0.2,70,4,0.6,0.0,41.81377667431084,4
0,71,2,0.8,0.2,5.8305493783291595,0
0,71,3,0.9,0.0,8.020837305256922,0
0,71,4,1.0,0.0,8.814021810303277,0
0.05,71,2,1.0,0.0,5.758202072314942,0
0.05,71,3,1.0,0.0,8.791893142315766,0
0.05,71,4,0.8,0.2,11.696359951388771,0
0.1,71,2,0.8,0.2,6.178430446485615,0
0.1,71,3,0.8,0.1,9.152831963837148,0
0.1,71,4,0.8,0.0,15.970717006615757,0
0.2,71,2,0.8,0.1,10.004169943932954,1
0.2,71,3,0.6,0.0,24.028161897488815,3
0.2,71,4,0.4,0.0,61.08037779148987,6
0,72,2,0.9,0.1,5.097236555463557,0
0,72,3,0.8,0.1,7.705405862756538,0
0,72,4,0.8,0.0,10.300412791755237,0
0.05,72,2,1.0,0.0,5.01949025730975,0
0.05,72,3,1.0,0.0,8.138537325367718,0
0.05,72,4,0.9,0.0,13.23531398962146,0
0.1,72,2,1.0,0.0,5.050191335367688,0
0.1,72,3,0.7,0.1,12.0779006453089,0
0.1,72,4,0.8,0.0,15.639673826236997,0
0.2,72,2,0.8,0.2,8.826596076041575,0
0.2,72,3,0.8,0.0,17.814828363303967,2
0.2,72,4,0.6,0.0,35.79004905866492,4
0,73,2,0.9,0.1,5.163777934344642,0
0,73,3,1.0,0.0,6.986668561922966,0
0,73,4,0.8,0.1,12.107497531069301,0
0.05,73,2,1.0,0.0,5.81151810024525,0
0.05,73,3,0.8,0.0,9.902341444876502,0
0.05,73,4,0.7,0.0,12.436537478246716,0
0.1,73,2,0.9,0.1,6.006336811358501,0
0.1,73,3,0.9,0.1,9.477130808302414,0
0.1,73,4,0.9,0.0,12.631042710271604,0
0.2,73,2,0.8,0.0,13.850359585116166,2
0.2,73,3,0.6,0.1,22.51756909232508,2
0.2,73,4,0.7,0.0,29.13188663418352,3
0,74,2,0.8,0.2,5.193704184735531,0
0,74,3,0.6,0.1,8.72182749500685,0
0,74,4,1.0,0.0,8.506254079541677,0
0.05,74,2,0.8,0.2,6.976941614361481,0
0.05,74,3,0.9,0.1,8.737123859990351,0
0.05,74,4,0.9,0.0,13.28311831400686,0
0.1,74,2,0.7,0.3,7.614931873989209,0
0.1,74,3,0.8,0.1,9.420363012904158,0
0.1,74,4,0.8,0.0,14.050498283368096,0
0.2,74,2,0.7,0.3,10.8203841179231,0
0.2,74,3,0.5,0.1,22.946637096569283,2
0.2,74,4,0.3,0.0,84.11726862789241,7
0,75,2,1.0,0.0,5.262361080661461,0
0,75,3,0.9,0.0,7.809951059132483,0
0,75,4,0.7,0.0,10.543337768747527,0
0.05,75,2,0.9,0.1,6.225294012254132,0
0.05,75,3,0.8,0.2,8.992322509182198,0
0.05,75,4,0.8,0.1,11.879422926833088,0
0.1,75,2,0.8,0.2,6.683883781172943,0
0.1,75,3,1.0,0.0,8.770814024888814,0
0.1,75,4,1.0,0.0,12.601685918813352,0
0.2,75,2,0.8,0.2,7.897126622136319,0
0.2,75,3,0.5,0.0,43.05158762809416,5
0.2,75,4,0.6,0.0,38.326871241900704,4
0,76,2,1.0,0.0,5.144575865685203,0
0,76,3,0.8,0.1,8.377909435955686,0
0,76,4,1.0,0.0,10.223930756286908,0
0.05,76,2,1.0,0.0,5.368495174828896,0
0.05,76,3,0.9,0.0,8.244908902785614,0
0.05,76,4,0.8,0.0,10.915274994537853,0
0.1,76,2,0.9,0.1,5.968320872879291,0
0.1,76,3,0.7,0.1,12.208471763885175,0
0.1,76,4,0.9,0.0,12.960484628122085,0
0.2,76,2,0.9,0.1,7.455933304176727,0
0.2,76,3,0.9,0.0,14.34168314295921,1
0.2,76,4,0.7,0.0,31.04402510153721,3
0,77,2,1.0,0.0,4.668839180244281,0
0,77,3,1.0,0.0,7.137535531781422,0
0,77,4,0.6,0.2,11.384768807096233,0
0.05,77,2,1.0,0.0,5.650148243420911,0
0.05,77,3,0.9,0.1,8.400520752209545,0
0.05,77,4,0.9,0.0,12.050859445433812,0
0.1,77,2,0.9,0.1,5.721526660197538,0
0.1,77,3,0.7,0.0,10.681399989490622,0
0.1,77,4,0.8,0.1,14.657777346419996,0
0.2,77,2,0.7,0.3,10.096105713460924,0
0.2,77,3,0.4,0.1,45.702498837386045,5
0.2,77,4,0.4,0.0,60.520418991818026,6
0,78,2,1.0,0.0,4.799328414603648,0
0,78,3,1.0,0.0,7.4985935131592125,0
0,78,4,0.7,0.1,10.35001082760002,0
0.05,78,2,0.8,0.2,6.47171664027457,0
0.05,78,3,1.0,0.0,8.44732812135068,0
0.05,78,4,0.9,0.0,11.508973922275672,0
0.1,78,2,0.8,0.2,6.838106523169344,0
0.1,78,3,0.8,0.1,10.940246195397474,0
0.1,78,4,0.7,0.2,15.672144308661354,0
0.2,78,2,0.9,0.1,8.652444476491587,0
0.2,78,3,0.5,0.2,21.227187677733426,1
0.2,78,4,0.7,0.0,29.19537156928514,3
0,79,2,1.0,0.0,4.753649093420506,0
0,79,3,0.9,0.0,7.818875042067947,0
0,79,4,0.8,0.0,10.731618328248148,0
0.05,79,2,0.7,0.3,6.436577940009603,0
0.05,79,3,0.8,0.1,9.25029252042789,0
0.05,79,4,0.8,0.0,12.30435521198182,0
0.1,79,2,1.0,0.0,5.349422280894302,0
0.1,79,3,0.9,0.0,9.445289906711965,0
0.1,79,4,0.8,0.1,14.473165124158502,0
0.2,79,2,0.6,0.4,10.855116748560674,0
0.2,79,3,1.0,0.0,11.595492826321117,0
0.2,79,4,0.4,0.0,63.22210751012552,6
0,80,2,0.9,0.1,5.295223741234757,0
0,80,3,0.9,0.0,8.740072837276756,0
0,80,4,1.0,0.0,10.297613408328683,0
0.05,80,2,0.9,0.1,5.8470510019056565,0
0.05,80,3,1.0,0.0,8.112403909986586,0
0.05,80,4,0.6,0.0,16.126841396075186,0
0.1,80,2,0.7,0.3,7.466916463895345,0
0.1,80,3,0.8,0.0,9.827252971884342,0
0.1,80,4,0.9,0.1,14.223264529827095,0
0.2,80,2,0.8,0.1,10.675080290344415,1
0.2,80,3,0.9,0.0,14.83382166816754,1
0.2,80,4,0.6,0.0,36.53420608568481,4
0,81,2,1.0,0.0,4.880142535325009,0
0,81,3,1.0,0.0,8.340296843585621,0
0,81,4,0.9,0.0,11.484175950174304,0
0.05,81,2,0.9,0.1,5.950901049079031,0
0.05,81,3,0.5,0.4,10.596109769139671,0
0.05,81,4,0.8,0.1,12.376208594489514,0
0.1,81,2,0.8,0.2,6.810936554580481,0
0.1,81,3,0.8,0.1,10.101162929124415,0
0.1,81,4,0.5,0.1,17.99163014374195,0
0.2,81,2,0.8,0.2,7.744873750868353,0
0.2,81,3,0.6,0.2,21.73358937567561,2
0.2,81,4,0.6,0.0,39.653198594486675,4
0,82,2,1.0,0.0,5.353255691106127,0
0,82,3,0.8,0.1,8.407513011311888,0
0,82,4,0.8,0.2,9.47491669143129,0
0.05,82,2,1.0,0.0,5.481084092275038,0
0.05,82,3,1.0,0.0,8.188127489325005,0
0.05,82,4,0.7,0.1,14.236349044152032,0
0.1,82,2,1.0,0.0,5.255398728905352,0
0.1,82,3,0.7,0.1,11.732327970666365,0
0.1,82,4,0.9,0.0,12.04022638629298,0
0.2,82,2,0.6,0.4,11.968402082087565,0
0.2,82,3,0.7,0.0,24.16705010500979,3
0.2,82,4,0.7,0.0,26.660431800694873,3
0,83,2,0.9,0.1,5.415659088511043,0
0,83,3,0.8,0.1,9.342775529967385,0
0,83,4,1.0,0.0,10.429238815639938,0
0.05,83,2,0.9,0.1,5.575947279580054,0
0.05,83,3,0.9,0.1,9.555369587248112,0
0.05,83,4,0.5,0.0,16.116730779645984,0
0.1,83,2,0.8,0.2,6.627320939489222,0
0.1,83,3,0.7,0.2,11.079522930934129,0
0.1,83,4,0.7,0.0,17.018972190875907,0
0.2,83,2,0.8,0.2,7.825201376302488,0
0.2,83,3,0.5,0.0,28.329989862496056,3
0.2,83,4,0.5,0.0,46.35937360555613,5
0,84,2,0.9,0.1,5.510129467865925,0
0,84,3,0.8,0.1,8.07783352104833,0
0,84,4,0.9,0.1,12.366930559608083,0
0.05,84,2,0.9,0.1,5.831475386001452,0
0.05,84,3,0.9,0.0,8.271490886919228,0
0.05,84,4,0.6,0.3,14.495236775618102,0
0.1,84,2,0.9,0.1,7.102716892520155,0
0.1,84,3,0.8,0.1,10.302499332213394,0
0.1,84,4,0.5,0.0,20.175051545704004,1
0.2,84,2,0.8,0.2,9.37456877026022,0
0.2,84,3,0.7,0.0,19.49871543327052,2
0.2,84,4,0.3,0.0,90.58955721317159,7
0,85,2,0.8,0.2,6.122694334754074,0
0,85,3,0.8,0.1,8.524271888105263,0
0,85,4,0.9,0.0,10.742683798708702,0
0.05,85,2,0.9,0.1,5.886841424799889,0
0.05,85,3,0.7,0.3,9.938665719772795,0
0.05,85,4,0.8,0.0,12.694538053098231,0
0.1,85,2,0.9,0.1,6.035420087414491,0
0.1,85,3,0.5,0.3,12.36945307915042,0
0.1,85,4,0.9,0.1,14.499652729141369,0
0.2,85,2,0.9,0.1,7.833668123123592,0
0.2,85,3,0.9,0.0,14.154638534311115,1
0.2,85,4,0.2,0.0,142.74952773014724,8
0,86,2,1.0,0.0,5.400621647110461,0
0,86,3,0.8,0.0,8.898604003034867,0
0,86,4,0.9,0.0,11.353661692799074,0
0.05,86,2,1.0,0.0,5.420726004137982,0
0.05,86,3,0.8,0.1,9.58535295084926,0
0.05,86,4,0.9,0.1,11.282216848181989,0
0.1,86,2,0.7,0.3,6.965407401700159,0
0.1,86,3,0.7,0.2,11.747080865756882,0
0.1,86,4,0.7,0.0,20.69071597536077,1
0.2,86,2,0.5,0.5,11.951483503828078,0
0.2,86,3,0.5,0.0,41.16606947085741,5
0.2,86,4,0.7,0.0,29.873879554777034,3
0,87,2,0.9,0.1,5.6723289413018,0
0,87,3,0.8,0.1,8.117445653179685,0
0,87,4,0.9,0.0,9.084728327859612,0
0.05,87,2,0.9,0.1,6.1657530463814405,0
0.05,87,3,0.9,0.0,9.070261878296838,0
0.05,87,4,0.7,0.0,14.61871227964233,0
0.1,87,2,1.0,0.0,5.6416532204029695,0
0.1,87,3,0.8,0.1,11.097297719909667,0
0.1,87,4,0.4,0.3,17.454201443555124,0
0.2,87,2,0.4,0.6,13.595567014003459,0
0.2,87,3,0.8,0.0,18.13411615041639,2
0.2,87,4,0.8,0.0,23.735915702065853,2
0,88,2,1.0,0.0,5.129069743530226,0
0,88,3,1.0,0.0,8.213841835792438,0
0,88,4,0.9,0.1,11.039065842431977,0
0.05,88,2,0.7,0.3,6.750484727309096,0
0.05,88,3,0.8,0.2,8.93582789095623,0
0.05,88,4,0.9,0.0,12.44790319648798,0
0.1,88,2,1.0,0.0,6.559834282098498,0
0.1,88,3,0.8,0.2,11.179893459464202,0
0.1,88,4,0.8,0.1,18.194358893533337,1
0.2,88,2,0.8,0.2,9.533865910681474,0
0.2,88,3,0.7,0.1,18.126425680711105,1
0.2,88,4,0.7,0.0,31.671537986499818,3
0,89,2,0.9,0.1,5.566484415825036,0
0,89,3,0.8,0.0,9.184363196139914,0
0,89,4,0.9,0.1,9.893995596879666,0
0.05,89,2,0.7,0.3,6.788701654046915,0
0.05,89,3,0.9,0.1,8.941808820309856,0
0.05,89,4,0.9,0.1,12.352438237570794,0
0.1,89,2,0.9,0.1,6.567007312081586,0
0.1,89,3,0.7,0.2,10.770598443470416,0
0.1,89,4,0.9,0.0,12.718133269138113,0
0.2,89,2,0.9,0.1,9.024843381675902,0
0.2,89,3,0.5,0.0,41.463578596069624,5
0.2,89,4,0.7,0.0,29.593574424613767,3
0,90,2,0.9,0.1,5.4116139344194405,0
0,90,3,0.8,0.1,8.747725936899458,0
0,90,4,1.0,0.0,9.234188158408928,0
0.05,90,2,0.9,0.1,6.1145675534036865,0
0.05,90,3,1.0,0.0,7.950225176625002,0
0.05,90,4,1.0,0.0,10.531196583166103,0
0.1,90,2,0.8,0.2,6.98310109552209,0
0.1,90,3,0.9,0.0,10.128870664649446,0
0.1,90,4,0.8,0.0,14.148134402457544,0
0.2,90,2,0.9,0.1,8.428785131713175,0
0.2,90,3,0.7,0.1,17.232969160108162,1
0.2,90,4,0.6,0.0,35.65140250531622,4
0,91,2,0.8,0.2,5.843966180737904,0
0,91,3,0.8,0.1,8.13842829099159,0
0,91,4,0.7,0.1,11.87511506943048,0
0.05,91,2,0.8,0.2,5.768696680234482,0
0.05,91,3,0.9,0.1,9.051239205218994,0
0.05,91,4,0.8,0.1,12.635287857917605,0
0.1,91,2,0.8,0.2,6.62703622182458,0
0.1,91,3,0.8,0.1,11.248844909053243,0
0.1,91,4,0.7,0.1,15.80651179291761,0
0.2,91,2,0.9,0.1,7.482388921315001,0
0.2,91,3,0.6,0.0,26.317191869229884,3
0.2,91,4,0.5,0.0,48.14625032288486,5
0,92,2,1.0,0.0,5.55443239483243,0
0,92,3,0.9,0.1,8.145703092708072,0
0,92,4,0.9,0.0,9.635494807503783,0
0.05,92,2,1.0,0.0,6.087696833912672,0
0.05,92,3,1.0,0.0,8.42620670541689,0
0.05,92,4,0.9,0.0,12.877681884683431,0
0.1,92,2,0.9,0.1,6.787029674140163,0
0.1,92,3,0.9,0.1,11.127084657046648,0
0.1,92,4,0.8,0.0,17.345881064624162,1
0.2,92,2,0.8,0.2,9.04039100407444,0
0.2,92,3,0.8,0.1,14.94198395372455,1
0.2,92,4,0.2,0.0,135.79793737303547,8
0,93,2,0.9,0.1,5.987506089604412,0
0,93,3,0.9,0.0,8.115742035328676,0
0,93,4,0.9,0.1,11.57483714352255,0
0.05,93,2,1.0,0.0,5.75293121553498,0
0.05,93,3,0.7,0.1,10.543281704884034,0
0.05,93,4,0.8,0.1,11.47399200461383,0
0.1,93,2,1.0,0.0,5.968944071152486,0
0.1,93,3,0.8,0.2,11.81008780721951,0
0.1,93,4,0.6,0.0,19.111045034199652,0
0.2,93,2,0.6,0.4,11.227385605110348,0
0.2,93,3,0.6,0.0,32.184988043624465,4
0.2,93,4,0.7,0.0,28.939188644083547,3
0,94,2,1.0,0.0,5.9147376608138185,0
0,94,3,0.9,0.1,9.100845081960358,0
0,94,4,0.9,0.0,10.65553319040965,0
0.05,94,2,1.0,0.0,5.87663410289068,0
0.05,94,3,0.8,0.1,8.960956904860337,0
0.05,94,4,0.7,0.0,14.186265330924675,0
0.1,94,2,0.8,0.2,7.213155364999627,0
0.1,94,3,0.9,0.1,11.147114985647177,0
0.1,94,4,0.8,0.0,16.890464548033098,0
0.2,94,2,0.8,0.2,9.718089420723903,0
0.2,94,3,1.0,0.0,11.718147263541887,0
0.2,94,4,0.8,0.0,23.950874470046664,2
0,95,2,1.0,0.0,5.035622205730594,0
0,95,3,0.9,0.0,8.856930434825266,0
0,95,4,1.0,0.0,10.060858903166523,0
0.05,95,2,1.0,0.0,6.074194153322141,0
0.05,95,3,0.8,0.1,9.667306730769354,0
0.05,95,4,0.9,0.0,11.664581794605974,0
0.1,95,2,0.8,0.2,6.681626292221969,0
0.1,95,3,0.8,0.0,11.097004851301893,0
0.1,95,4,0.9,0.0,13.131629787330846,0
