startingContents,"(1, 1, 1)"
increaseBy,"(3, 2, 1)"
Iterations,100000

probPopping,Threshold,ShareOptimal,Time,NoResolution
0.2,240,0.65403,9.451204443454989,6903
0.0,250,0.75577,6.815062681119924,0
0.05,250,0.73819,7.383146828238041,3
0.1,250,0.71578,8.12201279680879,378
0.2,250,0.65416,9.520004624149223,6862
0.0,260,0.75966,6.858238233078386,0
0.05,260,0.74125,7.417436472600426,3
0.1,260,0.7182,8.151389883128994,430
0.2,260,0.65533,9.583157897022618,6873
0.0,270,0.76099,6.899143353276452,0
0.05,270,0.74163,7.470824721637224,1
0.1,270,0.71988,8.203019129442627,458
0.2,270,0.65807,9.628281928635815,6992
0.0,280,0.76192,6.938391902040596,0
0.05,280,0.74416,7.505167221835705,3
0.1,280,0.71969,8.242438016277413,472
0.2,280,0.65626,9.692331949590585,6949
0.0,290,0.76104,6.980458384108331,0
0.05,290,0.74433,7.560650243133226,6
0.1,290,0.72016,8.298062677549215,508
0.2,290,0.65943,9.730670175655789,7032
0.0,300,0.76398,7.025140067219762,0
0.05,300,0.74533,7.605392333201001,6
0.1,300,0.72152,8.343935622349292,544
0.2,300,0.65887,9.787699592367897,7057
