startingContents,"(1, 1, 1)"
increaseBy,"((3, 3), (1, 1), (1, 1))"
Iterations,100000

probPopping,Threshold,ShareOptimal,ShareOptimal2,Time,NoResolution
0.2,47,0.70602,0.06354,15.165459677794335,16700
0.0,48,0.91195,0.04455,5.640689014788029,0
0.05,48,0.86948,0.06479,6.32134157244515,0
0.1,48,0.81847,0.09029,7.439150052335378,31
0.15,48,0.7623,0.11144,9.621144596988932,1499
0.2,48,0.70746,0.06298,15.2086543227974,16876
0.0,49,0.91538,0.04328,5.634143776983428,0
0.05,49,0.87141,0.06556,6.339503562521961,1
0.1,49,0.82036,0.08999,7.464568850531202,33
0.15,49,0.76131,0.11147,9.695531318608907,1589
0.2,49,0.70672,0.06235,15.305777140618588,17063
0.0,50,0.91423,0.04313,5.700900010985074,0
0.05,50,0.87109,0.06338,6.37881065690339,0
0.1,50,0.82009,0.09108,7.494463951028525,41
0.15,50,0.76386,0.11082,9.734610174627914,1618
0.2,50,0.70519,0.06029,15.458415820582418,17340
0.0,51,0.91715,0.04086,5.694285778281389,0
0.05,51,0.87352,0.06349,6.398243360910846,2
0.1,51,0.82057,0.08954,7.525780708777836,35
0.15,51,0.76364,0.10947,9.771490084808065,1567
0.2,51,0.70537,0.05904,15.519323812167427,17552
0.0,52,0.91768,0.04136,5.7107169474352615,0
0.05,52,0.87411,0.06346,6.425228309541583,0
0.1,52,0.82029,0.08976,7.56678106772477,41
0.15,52,0.76245,0.11045,9.840000121119663,1734
0.2,52,0.70399,0.05898,15.666915828081889,17898
0.0,53,0.91908,0.0405,5.759744183067363,0
0.05,53,0.87232,0.0642,6.457913382723298,1
0.1,53,0.82123,0.08891,7.594082118801797,32
0.15,53,0.76372,0.10929,9.848939103532272,1606
0.2,53,0.70369,0.05722,15.807696423756326,18196
0.0,54,0.91814,0.04042,5.764722282153297,0
0.05,54,0.87432,0.06403,6.483995479633535,0
0.1,54,0.81994,0.09058,7.655982986252146,47
0.15,54,0.76032,0.11044,9.961616851722544,1750
0.2,54,0.70469,0.05544,15.822166768144623,18305
0.0,55,0.92175,0.03902,5.763924506879063,0
0.05,55,0.87554,0.06264,6.497593800583631,0
0.1,55,0.81971,0.09041,7.677809394329013,29
0.15,55,0.76276,0.10933,9.989721474194772,1786
0.2,55,0.70819,0.05379,15.796665206466946,18372
0.0,56,0.92247,0.03897,5.819612494466533,0
0.05,56,0.87668,0.06196,6.51569188230225,0
0.1,56,0.81986,0.08919,7.716482799491539,30
0.15,56,0.7632,0.10694,10.020823934148618,1772
0.2,56,0.70479,0.05354,16.034222291134974,18874
0.0,57,0.9226,0.03904,5.835726019318147,0
0.05,57,0.8761,0.06074,6.545473884887039,0
0.1,57,0.82033,0.09019,7.73966686272427,45
0.15,57,0.76469,0.10798,10.031413621599539,1784
0.2,57,0.70296,0.05281,16.16746555841099,19122
0.0,58,0.92323,0.03816,5.835897474252145,0
0.05,58,0.87504,0.06289,6.582352814508647,1
0.1,58,0.8209,0.08881,7.776748776829601,36
0.15,58,0.76532,0.1088,10.07597627268757,1889
0.2,58,0.7052,0.0524,16.110685296541313,18939
