startingContents,"(1, 1, 1)"
increaseBy,"((3, 1), (2, 2), (1, 1))"
Iterations,10000
shareFirstAttribute,"0.5"

probPopping,Threshold,ShareOptimal,ShareOptimal2,Time,NoResolution
0.15,150,0.4535,0.5293,10.469086824189501,343
0.2,150,0.4328,0.567,11.661996757952247,943
0.0,160,0.465,0.5255,7.825533276497091,0
0.05,160,0.4781,0.5059,8.578399151753187,0
0.1,160,0.4625,0.5107,9.591133995391479,24
0.15,160,0.4495,0.5354,10.584837133258132,389
0.2,160,0.4373,0.5625,11.83002235255956,947
0.0,170,0.4751,0.5172,7.9195795680412555,0
0.05,170,0.4705,0.5145,8.66994782466256,0
0.1,170,0.4694,0.5054,9.687260563151428,30
0.15,170,0.4531,0.5333,10.66679719970559,393
0.2,170,0.4335,0.5665,11.967569503285068,925
0.0,180,0.4735,0.5178,7.996519272710818,0
0.05,180,0.4705,0.5155,8.743669210607251,0
0.1,180,0.4685,0.5062,9.800351611001677,22
0.15,180,0.4551,0.5331,10.789353140165852,385
0.2,180,0.4231,0.5768,12.100719959512407,961
0.0,190,0.4837,0.5076,8.080187164069653,0
0.05,190,0.4687,0.5168,8.849028432309403,0
0.1,190,0.4551,0.5187,9.926859583962818,37
0.15,190,0.4593,0.5287,10.899697118242262,396
0.2,190,0.4275,0.5723,12.19980789633119,922
0.0,200,0.4683,0.5238,8.154376385440298,0
0.05,200,0.4657,0.5196,8.947725761340584,0
0.1,200,0.4693,0.5064,10.009624638718648,25
0.15,200,0.4503,0.5393,11.008907726008877,453
0.2,200,0.4327,0.5673,12.350652176030353,970
