startingContents,"(1, 1, 1)"
increaseBy,"((3, 2, 2, 1), (2, 1, 1, 0), (2, 1, 1, 0))"
Iterations,20000

probPopping,Threshold,ShareOptimal,ShareOptimal2,Time,NoResolution
0.1,50,0.7542,0.1256,9.74940636562517,167
0.15,50,0.70925,0.18355,11.26731102654112,1439
0.2,50,0.64085,0.31305,11.55544647237326,5358
0.0,55,0.82615,0.08845,7.514122065337038,0
0.05,55,0.8034,0.0995,8.508864634870584,4
0.1,55,0.75935,0.1255,9.979707238523668,171
0.15,55,0.7097,0.1865,11.41632831160048,1560
0.2,55,0.6432,0.3191,11.57770657309359,5610
0.0,60,0.8312,0.08275,7.653982614796564,0
0.05,60,0.80575,0.0986,8.66825899473124,5
0.1,60,0.7665,0.12055,10.11571318386523,182
0.15,60,0.71225,0.1862,11.581490334232809,1650
0.2,60,0.6458,0.3204,11.723700957033968,5700
0.0,65,0.8399,0.07615,7.80804321972545,0
0.05,65,0.8053,0.09715,8.863011351290476,11
0.1,65,0.7716,0.1189,10.277887884156627,209
0.15,65,0.7126,0.18915,11.774636497282303,1809
0.2,65,0.64825,0.3209,11.820605177383083,5819
0.0,70,0.84025,0.08095,7.9506468417679645,0
0.05,70,0.8173,0.09175,8.96939192449421,7
0.1,70,0.7756,0.11635,10.428982162205337,203
0.15,70,0.71265,0.19365,11.861861436825864,1967
0.2,70,0.6423,0.33255,11.874579574254813,6112
0.0,75,0.84875,0.0727,8.052798752227583,0
0.05,75,0.81545,0.09415,9.122734927236433,14
0.1,75,0.77415,0.11725,10.646340571953333,202
0.15,75,0.71475,0.1947,11.990574934360536,2024
0.2,75,0.646,0.3307,11.94480867262843,6165
0.0,80,0.85415,0.07425,8.151756463146878,0
0.05,80,0.821,0.09185,9.243807172735604,6
0.1,80,0.7784,0.1154,10.772292160411192,239
0.15,80,0.713,0.1979,12.143724042520992,2101
0.2,80,0.6474,0.3333,12.001007676308703,6269
0.0,85,0.8545,0.07365,8.262997334206393,0
0.05,85,0.8231,0.08845,9.357976751139006,14
0.1,85,0.77405,0.11855,10.90213894111091,259
0.15,85,0.71775,0.1953,12.138164167287258,2231
0.2,85,0.64095,0.34225,12.086467628587945,6473
0.0,90,0.86095,0.06915,8.347011301464013,0
0.05,90,0.82675,0.0863,9.47047062895537,13
0.1,90,0.78355,0.1159,11.01412385963938,264
0.15,90,0.7217,0.2007,12.202768379030331,2381
0.2,90,0.64225,0.34315,12.128448219704795,6536
0.0,95,0.8657,0.06655,8.440185601709583,0
0.05,95,0.82905,0.0853,9.585873978461095,14
0.1,95,0.7807,0.1159,11.131623102109927,307
0.15,95,0.72145,0.19835,12.313049080235585,2413
0.2,95,0.6462,0.3402,12.244917315029785,6539
0.0,100,0.86645,0.06415,8.55830440307192,0
0.05,100,0.82825,0.08825,9.6948152594649,14
0.1,100,0.7769,0.1186,11.29466786979228,344
0.15,100,0.7173,0.20635,12.395810294876085,2570
0.2,100,0.6452,0.3438,12.264966206833336,6651
0.0,110,0.87075,0.06395,8.690705528869499,0
0.05,110,0.8373,0.0833,9.860887660694171,6
0.1,110,0.78365,0.11635,11.459869889736309,331
0.15,110,0.713,0.21175,12.594984262197094,2782
0.2,110,0.65245,0.3386,12.364124584981369,6613
0.0,120,0.881,0.06075,8.836322493046778,0
0.05,120,0.83305,0.0832,10.050184760618258,16
0.1,120,0.7874,0.1157,11.624354354034677,402
0.15,120,0.72275,0.2152,12.5466247507436,2897
0.2,120,0.64445,0.34895,12.546706923869772,6834
0.0,130,0.8818,0.0587,8.985733524956693,0
0.05,130,0.84175,0.07865,10.214971169903606,16
0.1,130,0.7852,0.1166,11.76440062726255,432
0.15,130,0.71655,0.22235,12.674289823008513,3213
0.2,130,0.64425,0.3503,12.663501594561339,6904
0.0,140,0.887,0.0561,9.103137615742376,0
0.05,140,0.8435,0.07855,10.334254981000186,24
0.1,140,0.79185,0.11605,11.914405783700223,461
0.15,140,0.72555,0.21575,12.736705969133176,3168
0.2,140,0.64725,0.3487,12.739665257734226,6900
0.0,150,0.89,0.054,9.219328954781963,0
0.05,150,0.84685,0.0762,10.46463616554129,13
0.1,150,0.7948,0.112,12.041750068801555,476
0.15,150,0.72455,0.2246,12.793899570105935,3411
0.2,150,0.6488,0.3477,12.96469116784109,6884
0.0,160,0.8924,0.05235,9.331708119515318,0
0.05,160,0.8525,0.0748,10.54745916213724,31
0.1,160,0.79635,0.1172,12.131805552783318,526
0.15,160,0.728,0.22315,12.85633627455447,3458
0.2,160,0.65155,0.34615,13.007615959310131,6871
0.0,170,0.89405,0.05495,9.455773219767586,0
0.05,170,0.84905,0.07835,10.690183536497061,23
0.1,170,0.79345,0.11915,12.245647527099122,573
0.15,170,0.719,0.23125,12.94912735860109,3684
0.2,170,0.64865,0.34915,13.143615206980083,6942
0.0,180,0.90245,0.05045,9.537515241486739,0
0.05,180,0.85025,0.0748,10.8083981288861,15
0.1,180,0.7949,0.1204,12.37356403121031,631
0.15,180,0.7284,0.22815,12.965658528568104,3679
0.2,180,0.6513,0.3477,13.257171458604077,6927
0.0,190,0.90115,0.04985,9.60053646101457,0
0.05,190,0.8552,0.07495,10.912063280826299,25
0.1,190,0.7994,0.1186,12.445471748924279,676
0.15,190,0.72295,0.23645,12.973387645537565,3921
0.2,190,0.64555,0.3534,13.325247022876052,7051
0.0,200,0.90165,0.04865,9.700302853831209,0
0.05,200,0.85635,0.06965,10.999802517593496,34
0.1,200,0.7933,0.12205,12.604506758262309,682
0.15,200,0.7285,0.2387,12.95870594271951,4043
0.2,200,0.64675,0.3524,13.462254288169495,7028
