startingContents,"(1, 1, 1)"
increaseBy,"((2, 2), (1, 1), (1, 1))"
Iterations,100000

probPopping,Threshold,ShareOptimal,ShareOptimal2,Time,NoResolution
0.0,5,0.59144,0.20349,2.7234722272756455,0
0.05,5,0.58798,0.20753,3.0325813063892677,2
0.1,5,0.5838,0.20665,3.47718304211287,17
0.15,5,0.57763,0.21071,4.28872687474435,200
0.2,5,0.56629,0.20521,6.095908635647925,2106
0.0,6,0.58197,0.20621,3.2768272196981254,0
0.05,6,0.59534,0.20247,3.590892309855892,1
0.1,6,0.59768,0.20161,4.108842632926912,21
0.15,6,0.5961,0.19988,5.0713945539059,284
0.2,6,0.57442,0.19748,7.341413899456632,2880
0.0,7,0.63308,0.18394,3.454935524882663,0
0.05,7,0.62889,0.18558,3.8778034156980685,1
0.1,7,0.62155,0.18858,4.499466629862141,19
0.15,7,0.61165,0.19254,5.651249831802596,305
0.2,7,0.59067,0.18657,8.344685697628451,3786
0.0,8,0.62936,0.18561,3.8561000673218864,0
0.05,8,0.64137,0.18069,4.245266002124348,0
0.1,8,0.63772,0.18112,4.908329494885112,27
0.15,8,0.62374,0.18669,6.189143178954925,330
0.2,8,0.59874,0.17699,9.262658896992495,4665
0.0,9,0.66586,0.16632,3.976278568067301,0
0.05,9,0.65929,0.17106,4.477170407149964,1
0.1,9,0.65209,0.17242,5.21303900172756,27
0.15,9,0.63768,0.17989,6.579400851982569,363
0.2,9,0.60762,0.17016,9.939961161349743,5237
0.0,10,0.66172,0.16787,4.304171828501888,0
0.05,10,0.6676,0.16742,4.763307609279642,2
0.1,10,0.66364,0.16791,5.505202597235417,17
0.15,10,0.64781,0.17483,6.970940983281702,417
0.2,10,0.61325,0.1661,10.563068652366074,5771
0.0,11,0.68732,0.15586,4.396799937006889,0
0.05,11,0.68444,0.15761,4.9346009191158124,0
0.1,11,0.6715,0.16342,5.772363055083326,18
0.15,11,0.65203,0.1725,7.32558225193932,464
0.2,11,0.61985,0.15758,11.159689832311024,6486
0.0,12,0.68789,0.15695,4.655129488445387,0
0.05,12,0.6914,0.153,5.165567365823361,1
0.1,12,0.6839,0.15729,6.006823359479562,23
0.15,12,0.66202,0.16844,7.606916442504284,446
0.2,12,0.62725,0.15279,11.569847758061202,6816
0.0,13,0.70967,0.14435,4.730219463975724,0
0.05,13,0.70452,0.14598,5.319022072994027,1
0.1,13,0.68998,0.15529,6.200052609264509,20
0.15,13,0.66679,0.16467,7.884724852627109,482
0.2,13,0.62851,0.1494,12.112506144835834,7442
0.0,14,0.70584,0.1471,4.95519697695884,0
0.05,14,0.71105,0.14342,5.505198537660853,1
0.1,14,0.69637,0.15167,6.4197335504818875,35
0.15,14,0.67154,0.16,8.160452266340164,512
