startingContents,"(1, 1, 1, 1, 1)"
increaseBy,"(2, 1, 1, 1, 1)"
Iterations,100000

probPopping,Threshold,ShareOptimal,Time,NoResolution
0.06,15,0.61441,10.025878596613177,0
0.07,15,0.61074,10.567325099687615,1
0.08,15,0.60811,11.215018572733197,1
0.09,15,0.60111,12.04129653936808,9
0.1,15,0.59655,13.004284076037655,32
0.0,16,0.62897,8.155935784175156,0
0.01,16,0.62917,8.405380901741564,0
0.02,16,0.63202,8.68988992838114,0
0.03,16,0.63223,9.025816065847017,0
0.04,16,0.62904,9.39586578208442,0
0.05,16,0.62838,9.80981515888512,0
0.06,16,0.62327,10.311567014730796,0
0.07,16,0.61709,10.910313225149032,0
0.08,16,0.61221,11.577931681371304,0
0.09,16,0.61025,12.390000776367495,5
0.1,16,0.59988,13.397537179540535,50
0.0,17,0.64976,8.253218460254027,0
0.01,17,0.64307,8.579980304416711,0
0.02,17,0.64021,8.89853035309539,0
0.03,17,0.64217,9.240669520952768,0
0.04,17,0.63726,9.650408743514154,0
0.05,17,0.63437,10.086850089867005,0
0.06,17,0.63049,10.582003574457612,0
0.07,17,0.62577,11.18331908581568,1
0.08,17,0.6178,11.904729922620891,0
0.09,17,0.61391,12.749117358424748,5
0.1,17,0.60554,13.791344361836318,56
0.0,18,0.64707,8.549182885052144,0
0.01,18,0.64913,8.812653290935613,0
0.02,18,0.64629,9.12926924096732,0
0.03,18,0.64868,9.47488032623457,0
0.04,18,0.64767,9.866415087582956,0
0.05,18,0.64167,10.330237680105814,0
0.06,18,0.6372,10.856340847713698,0
0.07,18,0.63486,11.44388549177642,0
0.08,18,0.623,12.196257577879878,0
0.09,18,0.61737,13.079436727546138,6
0.1,18,0.61008,14.1534238252064,63
0.0,19,0.66006,8.657352048992024,0
0.01,19,0.65971,8.965442240143728,0
0.02,19,0.65497,9.315748763462784,0
0.03,19,0.65413,9.663737960588332,0
0.04,19,0.6516,10.091949134102155,0
0.05,19,0.649,10.537661147789093,0
0.06,19,0.64353,11.093539035965826,0
0.07,19,0.63802,11.719409414026421,0
0.08,19,0.6307,12.460870120902234,0
0.09,19,0.62135,13.384847630047094,7
0.1,19,0.61194,14.523365585269497,62
0.0,20,0.66087,8.904285482437743,0
0.01,20,0.66509,9.180592894138357,0
0.02,20,0.66474,9.495286233155838,0
0.03,20,0.66097,9.874330180929514,0
0.04,20,0.65867,10.288767948780537,0
0.05,20,0.656,10.765662078866866,0
