probPopping,threshold,numChoices,share1,share2,time,noResolution,startingContents,increaseRates,discoveryRate, discoveryRateOptimal, recruitmentRate
0,10,2,0.6268,0.373,12.217788345172096,2,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,10,2,0.5006,0.4994,12.362724275274571,0,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,10,2,0.2374,0.7626,12.575662795643675,0,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,10,2,0.6498,0.3502,5.873064995513495,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,10,2,0.4899,0.5101,6.014864416488041,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,10,2,0.1914,0.8086,6.058853223400715,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,11,2,0.4927,0.3463,34.95473986530635,1610,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,11,2,0.3967,0.4436,35.5393527482193,1597,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,11,2,0.2024,0.6315,35.600354266441684,1661,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,11,2,0.6343,0.3656,12.365749188418095,1,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,11,2,0.5027,0.4973,12.653696008925461,0,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,11,2,0.242,0.7579,12.748695143834974,1,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,11,2,0.6585,0.3415,6.023442770125395,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,11,2,0.4992,0.5008,6.109392838639674,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,11,2,0.199,0.801,6.264613004347406,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,12,2,0.4847,0.349,35.71158626347325,1663,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,12,2,0.4026,0.4412,35.647757202037766,1562,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,12,2,0.206,0.6341,35.9160016860001,1599,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,12,2,0.6389,0.3611,12.491249648731875,0,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,12,2,0.5096,0.4904,12.700799545718462,0,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,12,2,0.2477,0.7519,13.037431842396463,4,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,12,2,0.6633,0.3367,6.142171379903398,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,12,2,0.5105,0.4895,6.271437106990368,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,12,2,0.195,0.805,6.354468685515052,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,13,2,0.4961,0.3402,35.77608352766821,1637,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,13,2,0.4013,0.4373,35.65118461521641,1614,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,13,2,0.2071,0.6353,36.14124470762566,1576,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,13,2,0.6577,0.3423,12.51511149006171,0,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,13,2,0.5214,0.4785,12.807062148947708,1,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,13,2,0.2349,0.7651,13.161453934947897,0,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,13,2,0.6718,0.3282,6.297307946039468,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,13,2,0.5165,0.4835,6.42842291757477,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,13,2,0.1898,0.8102,6.511876093046838,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,14,2,0.4994,0.3383,35.64503208984853,1623,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,14,2,0.4131,0.4305,36.070180448921626,1564,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,14,2,0.2044,0.6358,36.51813738990521,1598,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,14,2,0.6542,0.3458,12.63924077921615,0,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,14,2,0.5201,0.4799,13.005251732831304,0,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,14,2,0.2515,0.7485,13.362394404018156,0,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,14,2,0.6857,0.3143,6.427418477769875,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,14,2,0.5225,0.4775,6.602927895344545,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,14,2,0.1918,0.8082,6.669025645086789,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,15,2,0.5049,0.3349,35.74007112384448,1602,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,15,2,0.41,0.4302,36.475047991317474,1598,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,15,2,0.2041,0.639,36.04090704281694,1569,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,15,2,0.6597,0.34,12.83688305295869,3,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,15,2,0.5311,0.4687,12.856035510091258,2,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,15,2,0.2503,0.7497,13.288340586837315,0,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,15,2,0.6889,0.3111,6.528560488118782,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,15,2,0.5284,0.4716,6.636565468919721,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,15,2,0.1929,0.8071,6.764861566396236,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,16,2,0.5066,0.3267,35.8651718641468,1667,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,16,2,0.4056,0.4339,36.23775927712739,1605,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,16,2,0.2152,0.6212,36.5051335004664,1636,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,16,2,0.6666,0.3334,12.984921646422345,0,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,16,2,0.5425,0.4575,13.053135876995725,0,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,16,2,0.2551,0.7449,13.483413692711206,0,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,16,2,0.701,0.299,6.620624740046279,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,16,2,0.5242,0.4758,6.745504469616333,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,16,2,0.1946,0.8054,6.846831583934536,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,17,2,0.5122,0.3282,35.94436640066305,1596,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,17,2,0.4162,0.422,36.65845032414052,1618,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,17,2,0.2125,0.6255,36.896957584231416,1620,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,17,2,0.6757,0.3243,13.066363622733848,0,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,17,2,0.5477,0.4523,13.129070781844641,0,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,17,2,0.2486,0.7513,13.773070597837934,1,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,17,2,0.7142,0.2858,6.691532085033918,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,17,2,0.5427,0.4573,6.858752175382669,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,17,2,0.1892,0.8108,7.062800625834597,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,18,2,0.5109,0.3288,36.09887306330834,1603,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,18,2,0.4047,0.4332,36.51259866046917,1621,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,18,2,0.2117,0.6269,36.355748213886386,1614,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,18,2,0.6846,0.3154,13.032307672715051,0,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,18,2,0.5534,0.4463,13.418900471651737,3,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,18,2,0.2569,0.743,13.63783473558579,1,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,18,2,0.72,0.28,6.777327332551943,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,18,2,0.537,0.463,6.961043014887522,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,18,2,0.1983,0.8017,7.146648679382475,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,19,2,0.5198,0.3242,35.83922175205285,1560,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,19,2,0.4242,0.4237,36.28126491205555,1521,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,19,2,0.2135,0.6216,36.67642517904499,1649,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,19,2,0.6918,0.3082,13.036776478009024,0,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,19,2,0.5507,0.4492,13.376156497983816,1,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,19,2,0.251,0.7489,13.723361451219407,1,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,19,2,0.7316,0.2684,6.9071052391889145,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,19,2,0.5413,0.4587,7.051934867863283,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,19,2,0.1913,0.8087,7.231095206632829,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,20,2,0.5165,0.3197,36.24510195350132,1638,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,20,2,0.4249,0.4173,36.56552116349797,1578,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,20,2,0.2217,0.6214,37.34578342520336,1569,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,20,2,0.6799,0.3201,13.260867399137048,0,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,20,2,0.5625,0.4372,13.51174841684831,3,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,20,2,0.2659,0.7341,13.771031603185289,0,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,20,2,0.735,0.265,6.960469215481434,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,20,2,0.5476,0.4524,7.162905099540176,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,20,2,0.1903,0.8097,7.324331638894286,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,21,2,0.5144,0.3203,36.301545962564454,1653,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,21,2,0.4246,0.4109,36.74843747377537,1645,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,21,2,0.2085,0.6277,36.88629604640246,1638,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,21,2,0.7005,0.2994,13.440489516923732,1,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,21,2,0.5685,0.4314,13.518060907243633,1,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,21,2,0.2585,0.7415,13.780147754038063,0,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,21,2,0.7392,0.2608,7.014883353852377,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,21,2,0.5507,0.4493,7.204069806416079,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,21,2,0.1865,0.8135,7.425867855898105,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,22,2,0.5233,0.324,36.825493533307494,1527,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,22,2,0.4242,0.4125,36.950846173095236,1633,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,22,2,0.2201,0.6214,37.040227541302976,1585,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,22,2,0.7053,0.2946,13.29849232198639,1,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,22,2,0.5574,0.4426,13.7776025423805,0,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,22,2,0.2536,0.7463,13.83364297589449,1,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,22,2,0.738,0.262,7.120571459762598,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,22,2,0.5572,0.4428,7.311135375295026,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,22,2,0.1912,0.8088,7.511798009251904,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,23,2,0.5257,0.3157,36.73097827081017,1586,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,23,2,0.4278,0.4156,36.49514206807023,1566,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,23,2,0.2199,0.6148,37.07642944485764,1653,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,23,2,0.7005,0.2995,13.470851207006518,0,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,23,2,0.5634,0.4365,13.581864148743106,1,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,23,2,0.2579,0.7421,14.098665150775815,0,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,23,2,0.7476,0.2524,7.184357414422321,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,23,2,0.5543,0.4457,7.372841946433332,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,23,2,0.1931,0.8069,7.5751270880527795,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,24,2,0.5271,0.3106,36.71273691979713,1623,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,24,2,0.4357,0.403,37.124100397255376,1613,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,24,2,0.2186,0.6214,37.66333491766443,1600,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,24,2,0.7175,0.2824,13.656803295824483,1,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,24,2,0.5741,0.4255,13.744839616461334,4,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,24,2,0.2689,0.731,14.002720872245247,1,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,24,2,0.7434,0.2566,7.274352736396894,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,24,2,0.5647,0.4353,7.471770241829454,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,24,2,0.1878,0.8122,7.659862155461442,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,25,2,0.5434,0.3042,36.31641828799524,1524,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,25,2,0.429,0.4108,36.61494073848894,1602,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,25,2,0.2249,0.6134,37.2319137653472,1617,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,25,2,0.7222,0.2776,13.78299685313106,2,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,25,2,0.582,0.4179,13.917406406521225,1,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,25,2,0.2617,0.7382,14.04169845061017,1,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,25,2,0.7545,0.2455,7.341123236322346,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,25,2,0.5651,0.4349,7.536553165362238,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,25,2,0.1788,0.8212,7.74810670997468,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,26,2,0.5341,0.3008,36.64888000152392,1651,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,26,2,0.4431,0.3987,37.67677092722305,1582,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,26,2,0.2276,0.6142,37.60651358194319,1582,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,26,2,0.7176,0.2824,13.652426656209453,0,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,26,2,0.5825,0.4174,13.752038333951242,1,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,26,2,0.2671,0.7328,14.220119618916858,1,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,26,2,0.7628,0.2372,7.381270798411657,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,26,2,0.5744,0.4256,7.593717514214126,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,26,2,0.1859,0.8141,7.742508575473269,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,27,2,0.5363,0.3001,36.34788776656311,1636,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,27,2,0.4369,0.3997,37.11773460711966,1634,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,27,2,0.2266,0.6109,36.9614164546882,1625,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,27,2,0.7382,0.2618,13.781711475244359,0,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,27,2,0.5913,0.4086,13.980358409846376,1,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,27,2,0.2716,0.7284,14.37379334412607,0,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,27,2,0.7676,0.2324,7.413416413908387,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,27,2,0.583,0.417,7.627722422248857,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,27,2,0.1896,0.8104,7.828657090411872,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,28,2,0.5346,0.3006,36.33823645900238,1648,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,28,2,0.4327,0.403,36.58087559613446,1643,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,28,2,0.2241,0.6136,37.47924719340732,1623,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,28,2,0.7298,0.2699,13.596224943052253,3,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,28,2,0.5897,0.4102,14.093471555011076,1,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,28,2,0.2713,0.7285,14.385372853484483,2,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,28,2,0.7728,0.2272,7.493443008953723,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,28,2,0.576,0.424,7.708237627571725,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,28,2,0.1866,0.8134,7.911081432804539,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,29,2,0.5352,0.308,37.306569262134744,1568,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,29,2,0.4379,0.4011,36.99025190302084,1610,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,29,2,0.2324,0.609,37.111286700650474,1586,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,29,2,0.7343,0.2657,13.789077095246766,0,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,29,2,0.5967,0.4032,14.131776568186185,1,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,29,2,0.2685,0.7314,14.45816460975841,1,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,29,2,0.7746,0.2254,7.5741450781001385,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,29,2,0.5794,0.4206,7.791200457419376,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,29,2,0.1789,0.8211,8.038717220951149,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,30,2,0.5423,0.2988,37.616962451648355,1589,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,30,2,0.4509,0.3873,37.775408781932484,1618,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,30,2,0.2288,0.6028,38.06320386088396,1684,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,30,2,0.7481,0.2516,13.958842268345483,3,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,30,2,0.5898,0.4101,14.14863089700586,1,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,30,2,0.2637,0.7362,14.683123633486282,1,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,30,2,0.7854,0.2146,7.605099602153676,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,30,2,0.5888,0.4112,7.809410290131375,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,30,2,0.191,0.809,8.046557649604239,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,31,2,0.541,0.2974,36.665687612189004,1616,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,31,2,0.4363,0.3958,37.13199462471974,1679,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,31,2,0.2381,0.6033,37.33134298747648,1586,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,31,2,0.7412,0.2587,13.84117329363422,1,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,31,2,0.5977,0.4023,14.290984428924302,0,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,31,2,0.2684,0.7315,14.808698167039896,1,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,31,2,0.7824,0.2176,7.6365414342338145,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,31,2,0.5947,0.4053,7.873839122356527,0,"(0, 0)","((2,), (1,))",0.5,0.4,0.5
0,31,2,0.1891,0.8109,8.12021276402048,0,"(0, 0)","((2,), (1,))",0.5,0.2,0.5
0,32,2,0.534,0.3023,36.73948490985918,1637,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,32,2,0.4409,0.3966,37.3994454289055,1625,"(0, 0)","((2,), (1,))",0.1,0.4,0.5
0,32,2,0.2263,0.6165,37.98979041763947,1572,"(0, 0)","((2,), (1,))",0.1,0.2,0.5
0,32,2,0.7477,0.2523,14.057746122560513,0,"(0, 0)","((2,), (1,))",0.25,0.5,0.5
0,32,2,0.6025,0.3975,14.235472350870271,0,"(0, 0)","((2,), (1,))",0.25,0.4,0.5
0,32,2,0.2767,0.7232,14.757914391377144,1,"(0, 0)","((2,), (1,))",0.25,0.2,0.5
0,32,2,0.7815,0.2185,7.738053905110307,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
