probPopping,threshold,numChoices,share1,share2,time,noResolution,startingContents,increaseRates,discoveryRate,discoveryRateOptimal,recruitmentRate
0,8,2,0.0825,0.9175,5.693548987,0,"(0, 0)","((2,), (1,))",0.5,0.1,0.5
0,8,2,0.6288,0.3712,5.569142059,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,8,2,0.9805,0.0195,4.886989829,0,"(0, 0)","((2,), (1,))",0.5,0.9,0.5
0,8,2,0.047,0.953,3.690874009,0,"(0, 0)","((2,), (1,))",0.9,0.1,0.5
0,8,2,0.6116,0.3884,3.743971278,0,"(0, 0)","((2,), (1,))",0.9,0.5,0.5
0,8,2,0.9938,0.0062,3.1687804,0,"(0, 0)","((2,), (1,))",0.9,0.9,0.5
0,8,2,0.1436,0.8564,54.33808781,0,"(0, 0)","((100,), (1,))",0.1,0.1,0.5
0,8,2,0.6219,0.3781,52.67508918,0,"(0, 0)","((100,), (1,))",0.1,0.5,0.5
0,8,2,0.9393,0.0607,50.72376509,0,"(0, 0)","((100,), (1,))",0.1,0.9,0.5
0,8,2,0.1785,0.8215,5.478107859,0,"(0, 0)","((100,), (1,))",0.5,0.1,0.5
0,8,2,0.7436,0.2564,4.602219164,0,"(0, 0)","((100,), (1,))",0.5,0.5,0.5
0,8,2,0.9853,0.0147,3.762544531,0,"(0, 0)","((100,), (1,))",0.5,0.9,0.5
0,8,2,0.1714,0.8286,3.485020315,0,"(0, 0)","((100,), (1,))",0.9,0.1,0.5
0,8,2,0.7653,0.2347,2.882404486,0,"(0, 0)","((100,), (1,))",0.9,0.5,0.5
0,8,2,0.9941,0.0059,2.194863139,0,"(0, 0)","((100,), (1,))",0.9,0.9,0.5
0,9,2,0.1143,0.8857,54.72941885,0,"(0, 0)","((2,), (1,))",0.1,0.1,0.5
0,9,2,0.5722,0.4278,53.8102873,0,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,9,2,0.931,0.069,53.70730835,0,"(0, 0)","((2,), (1,))",0.1,0.9,0.5
0,9,2,0.0803,0.9197,5.939983391,0,"(0, 0)","((2,), (1,))",0.5,0.1,0.5
0,9,2,0.6394,0.3606,5.640268657,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,9,2,0.984,0.016,5.04065627,0,"(0, 0)","((2,), (1,))",0.5,0.9,0.5
0,9,2,0.0463,0.9537,3.876299943,0,"(0, 0)","((2,), (1,))",0.9,0.1,0.5
0,9,2,0.6288,0.3712,3.926609224,0,"(0, 0)","((2,), (1,))",0.9,0.5,0.5
0,9,2,0.9936,0.0064,3.302244699,0,"(0, 0)","((2,), (1,))",0.9,0.9,0.5
0,9,2,0.1538,0.8462,55.73667282,0,"(0, 0)","((100,), (1,))",0.1,0.1,0.5
0,9,2,0.6346,0.3654,53.74882632,0,"(0, 0)","((100,), (1,))",0.1,0.5,0.5
0,9,2,0.947,0.053,52.04095856,0,"(0, 0)","((100,), (1,))",0.1,0.9,0.5
0,9,2,0.1915,0.8085,5.680416202,0,"(0, 0)","((100,), (1,))",0.5,0.1,0.5
0,9,2,0.7777,0.2223,4.611132163,0,"(0, 0)","((100,), (1,))",0.5,0.5,0.5
0,9,2,0.9903,0.0097,3.740764859,0,"(0, 0)","((100,), (1,))",0.5,0.9,0.5
0,9,2,0.1761,0.8239,3.663789962,0,"(0, 0)","((100,), (1,))",0.9,0.1,0.5
0,9,2,0.7796,0.2204,2.956412927,0,"(0, 0)","((100,), (1,))",0.9,0.5,0.5
0,9,2,0.9975,0.0025,2.230159047,0,"(0, 0)","((100,), (1,))",0.9,0.9,0.5
0,10,2,0.1215,0.8785,54.43635428,0,"(0, 0)","((2,), (1,))",0.1,0.1,0.5
0,10,2,0.5747,0.4253,53.69010567,0,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,10,2,0.9325,0.0675,52.97708698,0,"(0, 0)","((2,), (1,))",0.1,0.9,0.5
0,10,2,0.0791,0.9209,6.048542468,0,"(0, 0)","((2,), (1,))",0.5,0.1,0.5
0,10,2,0.6375,0.3625,5.877803454,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,10,2,0.9886,0.0114,5.13750309,0,"(0, 0)","((2,), (1,))",0.5,0.9,0.5
0,10,2,0.0445,0.9555,4.057864714,0,"(0, 0)","((2,), (1,))",0.9,0.1,0.5
0,10,2,0.6378,0.3622,4.103449502,0,"(0, 0)","((2,), (1,))",0.9,0.5,0.5
0,10,2,0.9956,0.0044,3.431434706,0,"(0, 0)","((2,), (1,))",0.9,0.9,0.5
0,10,2,0.1585,0.8415,54.56950019,0,"(0, 0)","((100,), (1,))",0.1,0.1,0.5
0,10,2,0.6586,0.3414,53.0562692,0,"(0, 0)","((100,), (1,))",0.1,0.5,0.5
0,10,2,0.9513,0.0487,52.4390654,0,"(0, 0)","((100,), (1,))",0.1,0.9,0.5
0,10,2,0.2022,0.7978,5.723373937,0,"(0, 0)","((100,), (1,))",0.5,0.1,0.5
0,10,2,0.8024,0.1976,4.685359075,0,"(0, 0)","((100,), (1,))",0.5,0.5,0.5
0,10,2,0.9928,0.0072,3.744808485,0,"(0, 0)","((100,), (1,))",0.5,0.9,0.5
0,10,2,0.1999,0.8001,3.793268605,0,"(0, 0)","((100,), (1,))",0.9,0.1,0.5
0,10,2,0.8107,0.1893,2.988611934,0,"(0, 0)","((100,), (1,))",0.9,0.5,0.5
0,10,2,0.9975,0.0025,2.230352719,0,"(0, 0)","((100,), (1,))",0.9,0.9,0.5
0,11,2,0.1216,0.8784,55.61748712,0,"(0, 0)","((2,), (1,))",0.1,0.1,0.5
0,11,2,0.5763,0.4237,54.25878468,0,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,11,2,0.9348,0.0652,53.44570239,0,"(0, 0)","((2,), (1,))",0.1,0.9,0.5
0,11,2,0.0822,0.9178,6.289592447,0,"(0, 0)","((2,), (1,))",0.5,0.1,0.5
0,11,2,0.653,0.347,6.024231217,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,11,2,0.9888,0.0112,5.270440323,0,"(0, 0)","((2,), (1,))",0.5,0.9,0.5
0,11,2,0.0424,0.9576,4.217966232,0,"(0, 0)","((2,), (1,))",0.9,0.1,0.5
0,11,2,0.6526,0.3474,4.237318829,0,"(0, 0)","((2,), (1,))",0.9,0.5,0.5
0,11,2,0.998,0.002,3.531437593,0,"(0, 0)","((2,), (1,))",0.9,0.9,0.5
0,11,2,0.1655,0.8345,54.84538879,0,"(0, 0)","((100,), (1,))",0.1,0.1,0.5
0,11,2,0.6602,0.3398,53.78197251,0,"(0, 0)","((100,), (1,))",0.1,0.5,0.5
0,11,2,0.955,0.045,51.95316507,0,"(0, 0)","((100,), (1,))",0.1,0.9,0.5
0,11,2,0.2226,0.7774,5.924213895,0,"(0, 0)","((100,), (1,))",0.5,0.1,0.5
0,11,2,0.8182,0.1818,4.755055169,0,"(0, 0)","((100,), (1,))",0.5,0.5,0.5
0,11,2,0.9935,0.0065,3.743424312,0,"(0, 0)","((100,), (1,))",0.5,0.9,0.5
0,11,2,0.2169,0.7831,3.900536831,0,"(0, 0)","((100,), (1,))",0.9,0.1,0.5
0,11,2,0.8316,0.1684,3.016786712,0,"(0, 0)","((100,), (1,))",0.9,0.5,0.5
0,11,2,0.9982,0.0018,2.216302432,0,"(0, 0)","((100,), (1,))",0.9,0.9,0.5
0,12,2,0.1224,0.8776,55.99671286,0,"(0, 0)","((2,), (1,))",0.1,0.1,0.5
0,12,2,0.5891,0.4109,54.15457552,0,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,12,2,0.9381,0.0619,54.70107738,0,"(0, 0)","((2,), (1,))",0.1,0.9,0.5
0,12,2,0.0755,0.9245,6.356906637,0,"(0, 0)","((2,), (1,))",0.5,0.1,0.5
0,12,2,0.6693,0.3307,6.164976837,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,12,2,0.9905,0.0095,5.363841726,0,"(0, 0)","((2,), (1,))",0.5,0.9,0.5
0,12,2,0.0377,0.9623,4.360732767,0,"(0, 0)","((2,), (1,))",0.9,0.1,0.5
0,12,2,0.6599,0.3401,4.371017988,0,"(0, 0)","((2,), (1,))",0.9,0.5,0.5
0,12,2,0.9973,0.0027,3.646199729,0,"(0, 0)","((2,), (1,))",0.9,0.9,0.5
0,12,2,0.175,0.825,55.04270998,0,"(0, 0)","((100,), (1,))",0.1,0.1,0.5
0,12,2,0.6828,0.3172,53.49095579,0,"(0, 0)","((100,), (1,))",0.1,0.5,0.5
0,12,2,0.9593,0.0407,52.34485614,0,"(0, 0)","((100,), (1,))",0.1,0.9,0.5
0,12,2,0.2406,0.7594,5.988938691,0,"(0, 0)","((100,), (1,))",0.5,0.1,0.5
0,12,2,0.8487,0.1513,4.773677054,0,"(0, 0)","((100,), (1,))",0.5,0.5,0.5
0,12,2,0.9958,0.0042,3.80492823,0,"(0, 0)","((100,), (1,))",0.5,0.9,0.5
0,12,2,0.2295,0.7705,4.000149566,0,"(0, 0)","((100,), (1,))",0.9,0.1,0.5
0,12,2,0.8579,0.1421,3.016649228,0,"(0, 0)","((100,), (1,))",0.9,0.5,0.5
0,12,2,0.9994,0.0006,2.248842774,0,"(0, 0)","((100,), (1,))",0.9,0.9,0.5
0,13,2,0.1199,0.8801,54.88072403,0,"(0, 0)","((2,), (1,))",0.1,0.1,0.5
0,13,2,0.5864,0.4136,54.77456519,0,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,13,2,0.9356,0.0644,54.72444931,0,"(0, 0)","((2,), (1,))",0.1,0.9,0.5
0,13,2,0.081,0.919,6.551480812,0,"(0, 0)","((2,), (1,))",0.5,0.1,0.5
0,13,2,0.6817,0.3183,6.316594109,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,13,2,0.9922,0.0078,5.441482469,0,"(0, 0)","((2,), (1,))",0.5,0.9,0.5
0,13,2,0.0347,0.9653,4.511731496,0,"(0, 0)","((2,), (1,))",0.9,0.1,0.5
0,13,2,0.6699,0.3301,4.511005381,0,"(0, 0)","((2,), (1,))",0.9,0.5,0.5
0,13,2,0.9983,0.0017,3.763218135,0,"(0, 0)","((2,), (1,))",0.9,0.9,0.5
0,13,2,0.1754,0.8246,55.51157864,0,"(0, 0)","((100,), (1,))",0.1,0.1,0.5
0,13,2,0.7,0.3,54.21833354,0,"(0, 0)","((100,), (1,))",0.1,0.5,0.5
0,13,2,0.9608,0.0392,52.18322472,0,"(0, 0)","((100,), (1,))",0.1,0.9,0.5
0,13,2,0.2528,0.7472,6.101408273,0,"(0, 0)","((100,), (1,))",0.5,0.1,0.5
0,13,2,0.8639,0.1361,4.776530233,0,"(0, 0)","((100,), (1,))",0.5,0.5,0.5
0,13,2,0.9975,0.0025,3.7620684,0,"(0, 0)","((100,), (1,))",0.5,0.9,0.5
0,13,2,0.24,0.76,4.131205871,0,"(0, 0)","((100,), (1,))",0.9,0.1,0.5
0,13,2,0.8734,0.1266,3.090986363,0,"(0, 0)","((100,), (1,))",0.9,0.5,0.5
0,13,2,0.9993,0.0007,2.233761816,0,"(0, 0)","((100,), (1,))",0.9,0.9,0.5
0,14,2,0.1227,0.8773,57.04072424,0,"(0, 0)","((2,), (1,))",0.1,0.1,0.5
0,14,2,0.5874,0.4126,55.44507111,0,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,14,2,0.9413,0.0587,54.25916661,0,"(0, 0)","((2,), (1,))",0.1,0.9,0.5
0,14,2,0.0719,0.9281,6.671334639,0,"(0, 0)","((2,), (1,))",0.5,0.1,0.5
0,14,2,0.6856,0.3144,6.358237719,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,14,2,0.9939,0.0061,5.510871075,0,"(0, 0)","((2,), (1,))",0.5,0.9,0.5
0,14,2,0.0336,0.9664,4.628568887,0,"(0, 0)","((2,), (1,))",0.9,0.1,0.5
0,14,2,0.6786,0.3214,4.6076539,0,"(0, 0)","((2,), (1,))",0.9,0.5,0.5
0,14,2,0.9983,0.0017,3.845320093,0,"(0, 0)","((2,), (1,))",0.9,0.9,0.5
0,14,2,0.1818,0.8182,56.07838534,0,"(0, 0)","((100,), (1,))",0.1,0.1,0.5
0,14,2,0.7001,0.2999,53.49380584,0,"(0, 0)","((100,), (1,))",0.1,0.5,0.5
0,14,2,0.9641,0.0359,52.70745953,0,"(0, 0)","((100,), (1,))",0.1,0.9,0.5
0,14,2,0.2642,0.7358,6.221582654,0,"(0, 0)","((100,), (1,))",0.5,0.1,0.5
0,14,2,0.8758,0.1242,4.751153306,0,"(0, 0)","((100,), (1,))",0.5,0.5,0.5
0,14,2,0.9979,0.0021,3.759328168,0,"(0, 0)","((100,), (1,))",0.5,0.9,0.5
0,14,2,0.2627,0.7373,4.213322169,0,"(0, 0)","((100,), (1,))",0.9,0.1,0.5
0,14,2,0.8886,0.1114,3.084628746,0,"(0, 0)","((100,), (1,))",0.9,0.5,0.5
0,14,2,0.9999,0.0001,2.225308544,0,"(0, 0)","((100,), (1,))",0.9,0.9,0.5
0,15,2,0.1322,0.8678,56.36982583,0,"(0, 0)","((2,), (1,))",0.1,0.1,0.5
0,15,2,0.6008,0.3992,55.45182481,0,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,15,2,0.9394,0.0606,54.84223817,0,"(0, 0)","((2,), (1,))",0.1,0.9,0.5
0,15,2,0.077,0.923,6.815754179,0,"(0, 0)","((2,), (1,))",0.5,0.1,0.5
0,15,2,0.6951,0.3049,6.471560037,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,15,2,0.9946,0.0054,5.6427805,0,"(0, 0)","((2,), (1,))",0.5,0.9,0.5
0,15,2,0.0264,0.9736,4.719218955,0,"(0, 0)","((2,), (1,))",0.9,0.1,0.5
0,15,2,0.6881,0.3119,4.747744095,0,"(0, 0)","((2,), (1,))",0.9,0.5,0.5
0,15,2,0.9989,0.0011,3.930129796,0,"(0, 0)","((2,), (1,))",0.9,0.9,0.5
0,15,2,0.1876,0.8124,55.41274044,0,"(0, 0)","((100,), (1,))",0.1,0.1,0.5
0,15,2,0.7158,0.2842,52.76580566,0,"(0, 0)","((100,), (1,))",0.1,0.5,0.5
0,15,2,0.9683,0.0317,50.73321482,0,"(0, 0)","((100,), (1,))",0.1,0.9,0.5
0,15,2,0.2769,0.7231,6.297833327,0,"(0, 0)","((100,), (1,))",0.5,0.1,0.5
0,15,2,0.8965,0.1035,4.747513845,0,"(0, 0)","((100,), (1,))",0.5,0.5,0.5
0,15,2,0.9986,0.0014,3.737712836,0,"(0, 0)","((100,), (1,))",0.5,0.9,0.5
0,15,2,0.2804,0.7196,4.274575185,0,"(0, 0)","((100,), (1,))",0.9,0.1,0.5
0,15,2,0.9013,0.0987,3.116790523,0,"(0, 0)","((100,), (1,))",0.9,0.5,0.5
0,15,2,0.9997,0.0003,2.213526967,0,"(0, 0)","((100,), (1,))",0.9,0.9,0.5
0,16,2,0.1293,0.8707,56.34067853,0,"(0, 0)","((2,), (1,))",0.1,0.1,0.5
0,16,2,0.6074,0.3926,57.20865556,0,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,16,2,0.947,0.053,53.23988764,0,"(0, 0)","((2,), (1,))",0.1,0.9,0.5
0,16,2,0.0737,0.9263,6.912669502,0,"(0, 0)","((2,), (1,))",0.5,0.1,0.5
0,16,2,0.6908,0.3092,6.652002984,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,16,2,0.9959,0.0041,5.780611483,0,"(0, 0)","((2,), (1,))",0.5,0.9,0.5
0,16,2,0.0277,0.9723,4.842662836,0,"(0, 0)","((2,), (1,))",0.9,0.1,0.5
0,16,2,0.6999,0.3001,4.832359725,0,"(0, 0)","((2,), (1,))",0.9,0.5,0.5
0,16,2,0.9993,0.0007,3.992211061,0,"(0, 0)","((2,), (1,))",0.9,0.9,0.5
0,16,2,0.1913,0.8087,55.13262337,0,"(0, 0)","((100,), (1,))",0.1,0.1,0.5
0,16,2,0.7282,0.2718,53.58747831,0,"(0, 0)","((100,), (1,))",0.1,0.5,0.5
0,16,2,0.9695,0.0305,51.64418284,0,"(0, 0)","((100,), (1,))",0.1,0.9,0.5
0,16,2,0.2984,0.7016,6.39678434,0,"(0, 0)","((100,), (1,))",0.5,0.1,0.5
0,16,2,0.8993,0.1007,4.794254314,0,"(0, 0)","((100,), (1,))",0.5,0.5,0.5
0,16,2,0.9991,0.0009,3.792773247,0,"(0, 0)","((100,), (1,))",0.5,0.9,0.5
0,16,2,0.29,0.71,4.38906008,0,"(0, 0)","((100,), (1,))",0.9,0.1,0.5
0,16,2,0.9172,0.0828,3.120534296,0,"(0, 0)","((100,), (1,))",0.9,0.5,0.5
0,16,2,0.9999,0.0001,2.219406606,0,"(0, 0)","((100,), (1,))",0.9,0.9,0.5
0,17,2,0.1288,0.8712,56.51291688,0,"(0, 0)","((2,), (1,))",0.1,0.1,0.5
0,17,2,0.6163,0.3837,55.30970566,0,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,17,2,0.9467,0.0533,54.35296674,0,"(0, 0)","((2,), (1,))",0.1,0.9,0.5
0,17,2,0.0735,0.9265,7.032531296,0,"(0, 0)","((2,), (1,))",0.5,0.1,0.5
0,17,2,0.7041,0.2959,6.659638752,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,17,2,0.9955,0.0045,5.787035795,0,"(0, 0)","((2,), (1,))",0.5,0.9,0.5
0,17,2,0.0318,0.9682,4.960577835,0,"(0, 0)","((2,), (1,))",0.9,0.1,0.5
0,17,2,0.6935,0.3065,4.944202247,0,"(0, 0)","((2,), (1,))",0.9,0.5,0.5
0,17,2,0.999,0.001,4.081975159,0,"(0, 0)","((2,), (1,))",0.9,0.9,0.5
0,17,2,0.2066,0.7934,55.48108894,0,"(0, 0)","((100,), (1,))",0.1,0.1,0.5
0,17,2,0.7421,0.2579,52.5496197,0,"(0, 0)","((100,), (1,))",0.1,0.5,0.5
0,17,2,0.973,0.027,51.93803696,0,"(0, 0)","((100,), (1,))",0.1,0.9,0.5
0,17,2,0.3015,0.6985,6.413495202,0,"(0, 0)","((100,), (1,))",0.5,0.1,0.5
0,17,2,0.9121,0.0879,4.842157688,0,"(0, 0)","((100,), (1,))",0.5,0.5,0.5
0,17,2,0.9991,0.0009,3.743979488,0,"(0, 0)","((100,), (1,))",0.5,0.9,0.5
0,17,2,0.2888,0.7112,4.48481741,0,"(0, 0)","((100,), (1,))",0.9,0.1,0.5
0,17,2,0.9263,0.0737,3.124246002,0,"(0, 0)","((100,), (1,))",0.9,0.5,0.5
0,17,2,0.9998,0.0002,2.271085057,0,"(0, 0)","((100,), (1,))",0.9,0.9,0.5
0,18,2,0.1312,0.8688,56.19845818,0,"(0, 0)","((2,), (1,))",0.1,0.1,0.5
0,18,2,0.6088,0.3912,55.5597692,0,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,18,2,0.9492,0.0508,53.95870521,0,"(0, 0)","((2,), (1,))",0.1,0.9,0.5
0,18,2,0.0681,0.9319,7.140206903,0,"(0, 0)","((2,), (1,))",0.5,0.1,0.5
0,18,2,0.7147,0.2853,6.733153555,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,18,2,0.9971,0.0029,5.915851523,0,"(0, 0)","((2,), (1,))",0.5,0.9,0.5
0,18,2,0.0244,0.9756,5.064838352,0,"(0, 0)","((2,), (1,))",0.9,0.1,0.5
0,18,2,0.7073,0.2927,5.050822397,0,"(0, 0)","((2,), (1,))",0.9,0.5,0.5
0,18,2,0.9994,0.0006,4.176977625,0,"(0, 0)","((2,), (1,))",0.9,0.9,0.5
0,18,2,0.2041,0.7959,55.42227677,0,"(0, 0)","((100,), (1,))",0.1,0.1,0.5
0,18,2,0.753,0.247,53.05229838,0,"(0, 0)","((100,), (1,))",0.1,0.5,0.5
0,18,2,0.9722,0.0278,52.63187856,0,"(0, 0)","((100,), (1,))",0.1,0.9,0.5
0,18,2,0.3253,0.6747,6.547088448,0,"(0, 0)","((100,), (1,))",0.5,0.1,0.5
0,18,2,0.9256,0.0744,4.842257435,0,"(0, 0)","((100,), (1,))",0.5,0.5,0.5
0,18,2,0.9992,0.0008,3.755099484,0,"(0, 0)","((100,), (1,))",0.5,0.9,0.5
0,18,2,0.3093,0.6907,4.541284026,0,"(0, 0)","((100,), (1,))",0.9,0.1,0.5
0,18,2,0.9391,0.0609,3.110843619,0,"(0, 0)","((100,), (1,))",0.9,0.5,0.5
0,18,2,0.9999,0.0001,2.215755094,0,"(0, 0)","((100,), (1,))",0.9,0.9,0.5
0,19,2,0.1307,0.8693,56.70738383,0,"(0, 0)","((2,), (1,))",0.1,0.1,0.5
0,19,2,0.6122,0.3878,54.73677893,0,"(0, 0)","((2,), (1,))",0.1,0.5,0.5
0,19,2,0.948,0.052,54.97882937,0,"(0, 0)","((2,), (1,))",0.1,0.9,0.5
0,19,2,0.071,0.929,7.171695893,0,"(0, 0)","((2,), (1,))",0.5,0.1,0.5
0,19,2,0.7282,0.2718,6.872093102,0,"(0, 0)","((2,), (1,))",0.5,0.5,0.5
0,19,2,0.9965,0.0035,5.961695758,0,"(0, 0)","((2,), (1,))",0.5,0.9,0.5
0,19,2,0.0257,0.9743,5.149766305,0,"(0, 0)","((2,), (1,))",0.9,0.1,0.5
0,19,2,0.7221,0.2779,5.134486022,0,"(0, 0)","((2,), (1,))",0.9,0.5,0.5
0,19,2,0.9999,0.0001,4.247464356,0,"(0, 0)","((2,), (1,))",0.9,0.9,0.5
0,19,2,0.2156,0.7844,55.59919423,0,"(0, 0)","((100,), (1,))",0.1,0.1,0.5
